#,Document Number,Posting Date,Customer/Vendor Code,Customer/Vendor Name,Customer/Vendor Name,Document Currency,Check Amount,Transfer Amount,Cash Amount,Reference 1,Reference 2,Counter Reference,Remarks,Journal Remarks,Journal Remarks
1943,367166,27.02.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,307.8,36-7166,,,25-Feb,25-Feb,25-Feb
1944,367167,27.02.2023,UCJ0112,JJ SARAWAK,JJ SARAWAK,SGD,0,0,88.1,36-7167,,,25/2 23120731,25/2 23120731,25/2 23120731
1945,367168,27.02.2023,UCL0179,LOVABLE SWEET HOUSE,LOVABLE SWEET HOUSE,SGD,0,0,138.2,36-7168,,,25-Feb,25-Feb,25-Feb
1946,367169,27.02.2023,UCT0221,TIAN FA LU MIEN,TIAN FA LU MIEN,SGD,0,0,75.6,36-7169,,,24-Feb,24-Feb,24-Feb
1947,367170,27.02.2023,UCK0059,KAO WESTERN KALLANG,KAO WESTERN KALLANG,SGD,0,0,482.3,36-7170,,,22-25/2,22-25/2,22-25/2
1948,367171,27.02.2023,UCK0059,KAO WESTERN KALLANG,KAO WESTERN KALLANG,SGD,0,0,51.8,36-7171,,,25-Feb,25-Feb,25-Feb
1949,367172,27.02.2023,UCM0182,MA JI SHOU GONG BAO DIAN,MA JI SHOU GONG BAO DIAN,SGD,0,0,89.2,36-7172,,,25/2 23120890,25/2 23120890,25/2 23120890
1950,367173,27.02.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,145.8,36-7173,,,25-Feb,25-Feb,25-Feb
1951,367174,27.02.2023,UCM0200,IPOT PTE LTD (PAYA LEBAR),IPOT PTE LTD (PAYA LEBAR),SGD,0,0,564,36-7174,,,25/2 23120748,25/2 23120748,25/2 23120748
1952,367175,27.02.2023,UCH0169,HAI XIAN ZHI JIA,HAI XIAN ZHI JIA,SGD,0,0,103.7,36-7175,,,25-Feb,25-Feb,25-Feb
1953,367176,27.02.2023,UCF0034,FISH SOUP (UBI),FISH SOUP (UBI),SGD,0,0,72.5,36-7176,,,25-Feb,25-Feb,25-Feb
1954,367177,27.02.2023,UCM0089,MIN NAN PORK RIB NOODLE,MIN NAN PORK RIB NOODLE,SGD,0,0,136,36-7177,,,25-Feb,25-Feb,25-Feb
1955,367178,27.02.2023,UCM0184,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,83.1,36-7178,,,25-Feb,25-Feb,25-Feb
1956,367179,27.02.2023,UCY0146,YI BAO ZAI,YI BAO ZAI,SGD,0,0,61.5,36-7179,,,25-Feb,25-Feb,25-Feb
1957,367180,27.02.2023,UCC0051,CHICKEN HOUSE PTE LTD,CHICKEN HOUSE PTE LTD,SGD,0,0,139.4,36-7180,,,25-Feb,25-Feb,25-Feb
1958,367181,27.02.2023,UCH0010,HONG KONG YUMMY SOUP,HONG KONG YUMMY SOUP,SGD,0,0,108,36-7181,,,25-Feb,25-Feb,25-Feb
1959,367182,27.02.2023,UCW0125,218 MIXED VEG RICE,218 MIXED VEG RICE,SGD,0,0,282.9,36-7182,,,25/2 23120995,25/2 23120995,25/2 23120995
1960,367183,27.02.2023,UCS0046,SONG JI MIXED VEGTABLES RICE,SONG JI MIXED VEGTABLES RICE,SGD,0,0,207,36-7183,,,26/2 23120715,26/2 23120715,26/2 23120715
1961,367184,27.02.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,83.7,36-7184,,,26-Feb,26-Feb,26-Feb
1962,367185,27.02.2023,UCY0144,YAN XIA CHUAN TONG MIAN JIA,YAN XIA CHUAN TONG MIAN JIA,SGD,0,0,153.3,36-7185,,,26/2 23121133,26/2 23121133,26/2 23121133
1963,367186,27.02.2023,UCC0092,DONG BEI CUISINE,DONG BEI CUISINE,SGD,0,0,170.2,36-7186,,,26-Feb,26-Feb,26-Feb
1964,367187,27.02.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,94.8,36-7187,,,26-Feb,26-Feb,26-Feb
1965,367188,27.02.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,61.5,36-7188,,,26-Feb,26-Feb,26-Feb
1966,367189,27.02.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,226.8,36-7189,,,26-Feb,26-Feb,26-Feb
1967,367190,27.02.2023,UCT0269,TONG FU JU PTE LTD,TONG FU JU PTE LTD,SGD,0,0,181.9,36-7190,,,20-Feb,20-Feb,20-Feb
1968,367191,27.02.2023,UCM0298,MR YAN QIAILONG,MR YAN QIAILONG,SGD,0,0,129.7,36-7191,,,22-Feb,22-Feb,22-Feb
1969,367192,27.02.2023,UCB0062,BAN MIAN & FISH SOUP (ADMIRALTY),BAN MIAN & FISH SOUP (ADMIRALTY),SGD,0,0,177,36-7192,,,26-Feb,26-Feb,26-Feb
1970,367193,27.02.2023,UCC0169,CASH (ML),CASH (ML),SGD,0,0,129.6,36-7193,,,26-Feb,26-Feb,26-Feb
1971,367194,27.02.2023,UCK0029,KAO WEST FOOD,KAO WEST FOOD,SGD,0,0,155.5,36-7194,,,26-Feb,26-Feb,26-Feb
1972,367195,27.02.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,357.1,36-7195,,,26-Feb,26-Feb,26-Feb
1973,367196,27.02.2023,UCM0123,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,126.3,36-7196,,,26/2 23121025,26/2 23121025,26/2 23121025
1974,367197,25.02.2023,UCF0077,JOKIA PRIVATE LIMITED,JOKIA PRIVATE LIMITED,SGD,0,"4,490.64",0,36-7197,,,17/2 B.TRANS 23117531,17/2 B.TRANS 23117531,17/2 B.TRANS 23117531
1975,364839,04.02.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,81,36-4839,,,3-Feb,3-Feb,3-Feb
1976,364840,04.02.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,59,36-4840,,,3-Feb,3-Feb,3-Feb
1977,364841,20.01.2023,UCA0038,ANG MO SUPERMARKET (POTONG PASIR),ANG MO SUPERMARKET (POTONG PASIR),SGD,0,255.94,0,36-4841,,,NOV B.TRANS,NOV B.TRANS,NOV B.TRANS
1978,364842,04.02.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,190,36-4842,,,3-Feb,3-Feb,3-Feb
1979,364843,04.02.2023,UCN0123,YUN HUA BAK KUT TEH,YUN HUA BAK KUT TEH,SGD,0,0,149,36-4843,,,3-Feb,3-Feb,3-Feb
1980,364844,20.01.2023,UCA0043,ANG MO SUPERMARKET (SEMBAWANG),ANG MO SUPERMARKET (SEMBAWANG),SGD,0,"1,092.37",0,36-4844,,,NOV B.TRANS,NOV B.TRANS,NOV B.TRANS
1981,364845,04.02.2023,UCE0058,EAT IS HOCK (TPY),EAT IS HOCK (TPY),SGD,0,0,119.7,36-4845,,,3-Feb,3-Feb,3-Feb
1982,364846,04.02.2023,UCC0070,CHINESE SZE CHUAN DELIGHT,CHINESE SZE CHUAN DELIGHT,SGD,0,0,86.4,36-4846,,,3-Feb,3-Feb,3-Feb
1983,364847,04.02.2023,UCC0211,THYE GUAN EATING HOUSE,THYE GUAN EATING HOUSE,SGD,0,0,250,36-4847,,,3-Feb,3-Feb,3-Feb
1984,364848,04.02.2023,UCC0051,CHICKEN HOUSE PTE LTD,CHICKEN HOUSE PTE LTD,SGD,0,0,105.1,36-4848,,,3-Feb,3-Feb,3-Feb
1985,364849,20.01.2023,UCA0039,ANG MO SUPERMARKET (TOA PAYOH),ANG MO SUPERMARKET (TOA PAYOH),SGD,0,323.14,0,36-4849,,,NOV B.TRANS,NOV B.TRANS,NOV B.TRANS
1986,364850,04.02.2023,UCJ0006,JAPANESE AND KOREAN FOOD,JAPANESE AND KOREAN FOOD,SGD,0,0,140.4,36-4850,,,3-Feb,3-Feb,3-Feb
1987,364851,04.02.2023,UCM0100,MA LA XIANG GUO,MA LA XIANG GUO,SGD,0,0,75.6,36-4851,,,3-Feb,3-Feb,3-Feb
1988,364852,20.01.2023,UCA0045,ANG MO SUPERMARKET (WOODLANDS),ANG MO SUPERMARKET (WOODLANDS),SGD,0,"1,253.18",0,36-4852,,,NOV B.TRANS,NOV B.TRANS,NOV B.TRANS
1989,364853,20.01.2023,UCA0101,ANG MO SUPERMARKET,ANG MO SUPERMARKET,SGD,0,"12,518.79",0,36-4853,,,NOV B.TRANS,NOV B.TRANS,NOV B.TRANS
1990,364854,06.02.2023,UCR0050,HUP SOON RICE & PORRIDGE,HUP SOON RICE & PORRIDGE,SGD,0,0,"1,197.00",36-4854,,,3/4/2002,3/4/2002,3/4/2002
1991,364855,06.02.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,37.6,36-4855,,,4-Feb,4-Feb,4-Feb
1992,364856,06.02.2023,UCM0307,MING SOON HUAT TRADING PTE LTD,MING SOON HUAT TRADING PTE LTD,SGD,0,0,156,36-4856,,,4-Feb,4-Feb,4-Feb
1993,364857,06.02.2023,UCC0777,CASH ( LIANG ),CASH ( LIANG ),SGD,0,0,122,36-4857,,,4-Feb,4-Feb,4-Feb
1994,364858,06.02.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,32.1,36-4858,,,4-Feb,4-Feb,4-Feb
1995,364859,06.02.2023,UCL0183,JUN CHENG TRADING & DELIVERY PTE LTD,JUN CHENG TRADING & DELIVERY PTE LTD,SGD,0,0,"5,000.00",36-4859,,,6-Feb,6-Feb,6-Feb
1996,364860,06.02.2023,UCC0008,CASH,CASH,SGD,0,0,87,36-4860,,,3-Feb,3-Feb,3-Feb
1997,364861,06.02.2023,UCB0060,BEDOK PRAWN NOODLE,BEDOK PRAWN NOODLE,SGD,0,0,106.9,36-4861,,,4-Feb,4-Feb,4-Feb
1998,364862,06.02.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,"3,933.00",36-4862,,,4-Feb,4-Feb,4-Feb
1999,364863,06.02.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,71,36-4863,,,4-Feb,4-Feb,4-Feb
2000,364864,06.02.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,81,36-4864,,,4-Feb,4-Feb,4-Feb
2001,364865,06.02.2023,UCC0112,CASH (HAOYI),CASH (HAOYI),SGD,0,0,66.9,36-4865,,,4-Feb,4-Feb,4-Feb
2002,364866,06.02.2023,UCY0144,YAN XIA CHUAN TONG MIAN JIA,YAN XIA CHUAN TONG MIAN JIA,SGD,0,0,106.9,36-4866,,,4-Feb,4-Feb,4-Feb
2003,364867,06.02.2023,UCX0188,XIN AO MALA BAY PTE LTD,XIN AO MALA BAY PTE LTD,SGD,0,0,666.4,36-4867,,,4-Feb,4-Feb,4-Feb
2004,364868,06.02.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,104.9,36-4868,,,4-Feb,4-Feb,4-Feb
2005,364869,06.02.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,453.6,36-4869,,,4-Feb,4-Feb,4-Feb
2006,364870,06.02.2023,UCH0241,HK MONG KOK KUI JI KITCHEN,HK MONG KOK KUI JI KITCHEN,SGD,0,0,106.9,36-4870,,,4-Feb,4-Feb,4-Feb
2007,364871,06.02.2023,UCC0195,CHI MING CHANG CHENG,CHI MING CHANG CHENG,SGD,0,0,82,36-4871,,,4-Feb,4-Feb,4-Feb
2008,364872,06.02.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,114.4,36-4872,,,4-Feb,4-Feb,4-Feb
2009,364873,06.02.2023,UCC0083,CHUAN WEI FANG XIANG LA XIE,CHUAN WEI FANG XIANG LA XIE,SGD,0,0,190,36-4873,,,4-Feb,4-Feb,4-Feb
2010,364874,06.02.2023,UCM0286,MS LEONG PHENG FUN,MS LEONG PHENG FUN,SGD,0,0,78.4,36-4874,,,4-Feb,4-Feb,4-Feb
2011,367557,02.03.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,127.22,0,36-7557,,,2/3 B.TRANS 23122826,2/3 B.TRANS 23122826,2/3 B.TRANS 23122826
2012,367558,02.03.2023,UCK0119,KAMPONGMART.SG PTE LTD,KAMPONGMART.SG PTE LTD,SGD,0,197.64,0,36-7558,,,"1/3 B.TRANS 2472,2490,2504","1/3 B.TRANS 2472,2490,2504","1/3 B.TRANS 2472,2490,2504"
2013,367559,02.03.2023,UCH0137,HOUGANG 309 WESTERN FOOD,HOUGANG 309 WESTERN FOOD,SGD,0,152.28,0,36-7559,,,1/3 B.TRANS 23122366,1/3 B.TRANS 23122366,1/3 B.TRANS 23122366
2014,367560,02.03.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,16.3,36-7560,,,1-Mar,1-Mar,1-Mar
2015,367561,02.03.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,111,36-7561,,,1-Mar,1-Mar,1-Mar
2016,367562,02.03.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,8.1,36-7562,,,1-Mar,1-Mar,1-Mar
2017,367563,02.03.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,31.3,36-7563,,,1-Mar,1-Mar,1-Mar
2018,367564,02.03.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,18,36-7564,,,28-Feb,28-Feb,28-Feb
2019,367565,02.03.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,46.3,36-7565,,,28/2 23122207,28/2 23122207,28/2 23122207
2020,367566,02.03.2023,UCC0777,CASH ( LIANG ),CASH ( LIANG ),SGD,0,0,190.7,36-7566,,,1-Mar,1-Mar,1-Mar
2021,367567,02.03.2023,UCS0272,SHAN XI LIANG PI F&B PTE LTD,SHAN XI LIANG PI F&B PTE LTD,SGD,0,0,97,36-7567,,,28/2 23122200,28/2 23122200,28/2 23122200
2022,367568,02.03.2023,UCN0081,NIU CHE SHUI FISH BALL NOODLE,NIU CHE SHUI FISH BALL NOODLE,SGD,0,0,108.7,36-7568,,,25-Feb,25-Feb,25-Feb
2023,367569,02.03.2023,UCL0173,LOYANG WAY BIG PRAWN NOODLES PTE LTD,LOYANG WAY BIG PRAWN NOODLES PTE LTD,SGD,0,0,54,36-7569,,,25-Feb,25-Feb,25-Feb
2024,367570,02.03.2023,UCX0059,XIANG JI PIG ORGAN SOUP,XIANG JI PIG ORGAN SOUP,SGD,0,0,72.3,36-7570,,,25-Feb,25-Feb,25-Feb
2025,367571,02.03.2023,UCC0199,CHUA HEE LOCK,CHUA HEE LOCK,SGD,0,0,58.3,36-7571,,,27-Feb,27-Feb,27-Feb
2026,367572,02.03.2023,UCB0083,BILLYS AND BROTHERS NOODLE HOUSE,BILLYS AND BROTHERS NOODLE HOUSE,SGD,0,0,58.9,36-7572,,,24-Jan,24-Jan,24-Jan
2027,367573,02.03.2023,UCE0077,E&P CAFETERIA PTE LTD,E&P CAFETERIA PTE LTD,SGD,0,0,"1,827.70",36-7573,,,16-31/1 16-31/1,16-31/1,16-31/1
2028,367574,02.03.2023,UCW0102,WANG CHENG SEAFOOD,WANG CHENG SEAFOOD,SGD,0,0,"1,218.90",36-7574,,,17-31/1,17-31/1,17-31/1
2029,367575,02.03.2023,UCS0331,SUPERIOR FOOD PTE LTD,SUPERIOR FOOD PTE LTD,SGD,0,0,"2,174.00",36-7575,,,16-28/2 2044 2101,16-28/2 2044 2101,16-28/2 2044 2101
2030,367576,02.03.2023,UCS0046,SONG JI MIXED VEGTABLES RICE,SONG JI MIXED VEGTABLES RICE,SGD,0,0,217,36-7576,,,1/3 23122194,1/3 23122194,1/3 23122194
2031,367577,02.03.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,"2,599.00",36-7577,,,1/3 23122375,1/3 23122375,1/3 23122375
2032,367578,02.03.2023,UCB0060,BEDOK PRAWN NOODLE,BEDOK PRAWN NOODLE,SGD,0,0,109,36-7578,,,1-Mar,1-Mar,1-Mar
2033,367579,02.03.2023,UCS0259,SHU WEI YUAN,SHU WEI YUAN,SGD,0,0,125.6,36-7579,,,1-Mar,1-Mar,1-Mar
2034,367580,02.03.2023,UCH0285,HILLGOUP SECONDARY SCHOOL,HILLGOUP SECONDARY SCHOOL,SGD,0,0,321.8,36-7580,,,1-Mar,1-Mar,1-Mar
2035,367581,02.03.2023,UCA0173,AH HENG BAK KUT TEH,AH HENG BAK KUT TEH,SGD,0,0,313.3,36-7581,,,1/3  1/3,1-Mar,1-Mar
2036,367582,02.03.2023,UCH0024,HOKIEN MIAN,HOKIEN MIAN,SGD,0,0,83.7,36-7582,,,1-Mar,1-Mar,1-Mar
2037,367583,02.03.2023,UCP0009,PRAWN MEE (BENDERMEER),PRAWN MEE (BENDERMEER),SGD,0,0,93.3,36-7583,,,1-Mar,1-Mar,1-Mar
2038,367584,02.03.2023,UCM0285,MIN HO SEAFOOD,MIN HO SEAFOOD,SGD,0,0,56.7,36-7584,,,1-Mar,1-Mar,1-Mar
2039,367585,02.03.2023,UCC0092,DONG BEI CUISINE,DONG BEI CUISINE,SGD,0,0,97.8,36-7585,,,1-Mar,1-Mar,1-Mar
2040,367586,02.03.2023,UCH0290,HAPPY FOOD,HAPPY FOOD,SGD,0,0,90.7,36-7586,,,1-Mar,1-Mar,1-Mar
2041,367587,02.03.2023,UCH0263,HAINANESE CURRY RICE,HAINANESE CURRY RICE,SGD,0,0,125.8,36-7587,,,1-Mar,1-Mar,1-Mar
2042,367588,02.03.2023,UCH0290,HAPPY FOOD,HAPPY FOOD,SGD,0,0,104.8,36-7588,,,1-Mar,1-Mar,1-Mar
2043,367589,02.03.2023,UCQ0033,QUANTFOOD PTE LTD,QUANTFOOD PTE LTD,SGD,0,0,178,36-7589,,,1-Mar,1-Mar,1-Mar
2044,367590,02.03.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,103.6,36-7590,,,21-Feb,21-Feb,21-Feb
2045,367591,02.03.2023,UCH0274,HEW NYOK YONG,HEW NYOK YONG,SGD,0,0,110,36-7591,,,1-Mar,1-Mar,1-Mar
2046,369132,17.03.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,170.1,36-9132,,,16-Mar,16-Mar,16-Mar
2047,369133,17.03.2023,UCP0145,PHAN99 MANDAI PTE LTD,PHAN99 MANDAI PTE LTD,SGD,0,0,72.9,36-9133,,,16-Mar,16-Mar,16-Mar
2048,369134,17.03.2023,UCP0145,PHAN99 MANDAI PTE LTD,PHAN99 MANDAI PTE LTD,SGD,0,0,113.4,36-9134,,,16-Mar,16-Mar,16-Mar
2049,369135,17.03.2023,UCP0058,PRAWN NOODLE,PRAWN NOODLE,SGD,0,0,177.1,36-9135,,,16-Mar,16-Mar,16-Mar
2050,369136,17.03.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,0,39.5,36-9136,,,16-Mar,16-Mar,16-Mar
2051,369137,17.03.2023,UCA0164,AROI MAK PTE LTD,AROI MAK PTE LTD,SGD,0,0,82,36-9137,,,16-Mar,16-Mar,16-Mar
2052,369138,17.03.2023,UCD0144,DOJIN PTE LTD,DOJIN PTE LTD,SGD,0,0,350.3,36-9138,,,16/3 22236434 E/P$164.35,16/3 22236434 E/P$164.35,16/3 22236434 E/P$164.35
2053,369139,17.03.2023,UCO0053,ONE SHOP MINIMART,ONE SHOP MINIMART,SGD,0,0,413.7,36-9139,,,16-Mar,16-Mar,16-Mar
2054,369140,17.03.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,0,176.9,36-9140,,,16-Mar,16-Mar,16-Mar
2055,369141,17.03.2023,UCA0122,AH LIM BAK CHOR MEE (15 UPPER EAST COAST),AH LIM BAK CHOR MEE (15 UPPER EAST COAST),SGD,0,0,88,36-9141,,,16-Mar,16-Mar,16-Mar
2056,369142,17.03.2023,UCC0169,CASH (ML),CASH (ML),SGD,0,0,129.6,36-9142,,,16-Mar,16-Mar,16-Mar
2057,369143,17.03.2023,UCM0131,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,126.3,36-9143,,,16-Mar,16-Mar,16-Mar
2058,369144,17.03.2023,UCP0058,PRAWN NOODLE,PRAWN NOODLE,SGD,0,0,70.2,36-9144,,,15/3 23128061,15/3 23128061,15/3 23128061
2059,369145,17.03.2023,UCF0070,FRESH PICK SUPERMARKET,FRESH PICK SUPERMARKET,SGD,0,0,152.95,36-9145,,,15/3 23128046,15/3 23128046,15/3 23128046
2060,369146,17.03.2023,UCM0187,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,84,36-9146,,,16-Mar,16-Mar,16-Mar
2061,369147,17.03.2023,UCK0059,KAO WESTERN KALLANG,KAO WESTERN KALLANG,SGD,0,0,142.5,36-9147,,,16-Mar,16-Mar,16-Mar
2062,369148,17.03.2023,UCC0112,CASH (HAOYI),CASH (HAOYI),SGD,0,0,125,36-9148,,,16-Mar,16-Mar,16-Mar
2063,369149,17.03.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,24.8,36-9149,,,16-Mar,16-Mar,16-Mar
2064,369150,17.03.2023,UCD0148,DM ABUNDANCE FOOD PTE TLD,DM ABUNDANCE FOOD PTE TLD,SGD,0,0,168.9,36-9150,,,16/3` 16/3,16-Mar,16-Mar
2065,369151,17.03.2023,UCH0169,HAI XIAN ZHI JIA,HAI XIAN ZHI JIA,SGD,0,0,125,36-9151,,,16-Mar,16-Mar,16-Mar
2066,369152,17.03.2023,UCW0125,218 MIXED VEG RICE,218 MIXED VEG RICE,SGD,0,0,420.6,36-9152,,,16/3 23128489,16/3 23128489,16/3 23128489
2067,369153,17.03.2023,UCT0282,TEKKA BAZZAR MINIMART,TEKKA BAZZAR MINIMART,SGD,0,0,158.7,36-9153,,,16-Mar,16-Mar,16-Mar
2068,369154,17.03.2023,UCJ0182,JIA HEH MEE,JIA HEH MEE,SGD,0,0,106.9,36-9154,,,16/3 23128148,16/3 23128148,16/3 23128148
2069,369155,17.03.2023,UCF0086,FISH SOUP,FISH SOUP,SGD,0,0,77.7,36-9155,,,16-Mar,16-Mar,16-Mar
2070,369156,17.03.2023,UCT0071,TIONG BAHRU SHARK LOR MEE (SENG POH),TIONG BAHRU SHARK LOR MEE (SENG POH),SGD,0,0,110.1,36-9156,,,16-Mar,16-Mar,16-Mar
2071,369157,17.03.2023,ucm0271,MALA HOT POT,MALA HOT POT,SGD,0,0,139,36-9157,,,16-Mar,16-Mar,16-Mar
2072,369158,17.03.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,82.5,36-9158,,,16-Mar,16-Mar,16-Mar
2073,369159,17.03.2023,UCC0051,CHICKEN HOUSE PTE LTD,CHICKEN HOUSE PTE LTD,SGD,0,0,100.9,36-9159,,,16-Mar,16-Mar,16-Mar
2074,369160,17.03.2023,UCM0100,MA LA XIANG GUO,MA LA XIANG GUO,SGD,0,0,190.5,36-9160,,,16-Mar,16-Mar,16-Mar
2075,369161,17.03.2023,UCM0123,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,126.3,36-9161,,,15-Mar,15-Mar,15-Mar
2076,369162,17.03.2023,UCK0029,KAO WEST FOOD,KAO WEST FOOD,SGD,0,0,103.7,36-9162,,,15-Mar,15-Mar,15-Mar
2077,369163,17.03.2023,UCZ0074,ZHONG HUA MEI SHI,ZHONG HUA MEI SHI,SGD,0,0,105.6,36-9163,,,15-Mar,15-Mar,15-Mar
2078,369164,17.03.2023,UCF0215,FORTUNE HERBAL SPUP,FORTUNE HERBAL SPUP,SGD,0,0,172.2,36-9164,,,15/3 23127733,15/3 23127733,15/3 23127733
2079,369165,17.03.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,89.1,36-9165,,,15-Mar,15-Mar,15-Mar
2080,369166,17.03.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,77.8,36-9166,,,15-Mar,15-Mar,15-Mar
2081,369167,17.03.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,170.1,36-9167,,,15/3 23128059,15/3 23128059,15/3 23128059
2082,365982,15.02.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,0,40,36-5982,,,14-Feb,14-Feb,14-Feb
2083,365983,14.02.2023,UCJ0097,JOYFUL PALACE PTE LTD (WOODLANDS),JOYFUL PALACE PTE LTD (WOODLANDS),SGD,0,421.48,0,36-5983,,,DEC B.TRANS,DEC B.TRANS,DEC B.TRANS
2084,365984,15.02.2023,UCY0147,YT FOOD MANAGEMENT PTE LTD,YT FOOD MANAGEMENT PTE LTD,SGD,0,0,197.5,36-5984,,,14-Feb,14-Feb,14-Feb
2085,365985,14.02.2023,UCJ0027,JOYFUL PARADISE PTE LTD (JURONG WEST),JOYFUL PARADISE PTE LTD (JURONG WEST),SGD,0,353.96,0,36-5985,,,DEC B.TRANS,DEC B.TRANS,DEC B.TRANS
2086,365986,15.02.2023,UCP0058,PRAWN NOODLE,PRAWN NOODLE,SGD,0,0,183,36-5986,,,14/2 23116374,14/2 23116374,14/2 23116374
2087,365987,15.02.2023,UCB0002,BAN MIAN (31 J.PORT),BAN MIAN (31 J.PORT),SGD,0,0,34.5,36-5987,,,14-Feb,14-Feb,14-Feb
2088,365988,15.02.2023,UCN0123,YUN HUA BAK KUT TEH,YUN HUA BAK KUT TEH,SGD,0,0,92.4,36-5988,,,14-Feb,14-Feb,14-Feb
2089,365989,15.02.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,62.6,36-5989,,,14-Feb,14-Feb,14-Feb
2090,365990,14.02.2023,UCJ0026,FRAGRANCE PARADISE PTE LTD,FRAGRANCE PARADISE PTE LTD,SGD,0,"1,628.83",0,36-5990,,,DEC B.TRANS,DEC B.TRANS,DEC B.TRANS
2091,365991,15.02.2023,UCC0169,CASH (ML),CASH (ML),SGD,0,0,129.6,36-5991,,,14-Feb,14-Feb,14-Feb
2092,365992,15.02.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,0,126.3,36-5992,,,14-Feb,14-Feb,14-Feb
2093,365993,15.02.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,0,201.8,36-5993,,,14-Feb,14-Feb,14-Feb
2094,365994,14.02.2023,UCJ0008,JAYDEN FOODS PTE LTD,JAYDEN FOODS PTE LTD,SGD,0,"4,735.58",0,36-5994,,,8/2 B.TRANS 23114277,8/2 B.TRANS 23114277,8/2 B.TRANS 23114277
2095,365995,15.02.2023,UCM0316,M&M FOOD HOLDING PTE LTD,M&M FOOD HOLDING PTE LTD,SGD,0,0,82,36-5995,,,14-Feb,14-Feb,14-Feb
2096,365996,15.02.2023,UCX0200,XIN WANG FU XING BAN MIAN,XIN WANG FU XING BAN MIAN,SGD,0,0,155.7,36-5996,,,14-Feb,14-Feb,14-Feb
2097,365997,15.02.2023,UCO0053,ONE SHOP MINIMART,ONE SHOP MINIMART,SGD,0,0,139.9,36-5997,,,14-Feb,14-Feb,14-Feb
