No,Document Number,Document Type,Posting Date,Item No.,Item/Service Description,Quantity,Price,Row Total
944,5859,I,12.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,125,2.5,312.5
945,5859,I,12.11.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
946,5859,I,12.11.2022,PHOC07,PORK HOCK C2 10KG/CTNS,200,2.6,520
947,5859,I,12.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,10,2.5,25
948,5859,I,12.11.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,732,4.3,"3,147.60"
949,5859,I,12.11.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,768,4.4,"3,379.20"
950,5859,I,12.11.2022,CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,238,4.4,"1,047.20"
951,5859,I,12.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,"1,008.00",5.3,"5,342.40"
952,5859,I,12.11.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,134,5.3,710.2
953,5859,I,12.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,60,3,180
954,5856,I,13.11.2022,BSF001,BEEF- BEEF STIR FRY  (SADIA) 200GM X 20PKT,80,2.34,187.2
955,5860,I,13.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,580,3.9,"2,262.00"
956,5860,I,13.11.2022,PCOS04-02,PORK COLLAR CUT PCS,70,4.3,301
957,5860,I,13.11.2022,PBEL27,HOUSE BRAND:PORK BELLY SUKIYAKI (UF) 400GMX10PKT,440,4.5,"1,980.00"
958,5860,I,13.11.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,228,4.3,980.4
959,5861,I,14.11.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,120,4.6,552
960,5861,I,14.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,150,2.8,420
961,5861,I,14.11.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,192,2.9,556.8
962,5861,I,14.11.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,"1,602.00",2.9,"4,645.80"
963,5861,I,14.11.2022,PM-05,PORK MINCED CHILL FRESH,106,3.5,371
964,5861,I,14.11.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,115,3.3,379.5
965,5861,I,14.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,290,2.5,725
966,5861,I,14.11.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,155,2.6,403
967,5861,I,14.11.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,105,2.6,273
968,5861,I,14.11.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,145,2.6,377
969,5861,I,14.11.2022,PHCU04,PORK HOCK CUBE 1.5' x 1.5' 5KG/PKT,100,2.8,280
970,5861,I,14.11.2022,PCOS04-02,PORK COLLAR CUT PCS,70,4.3,301
971,5861,I,14.11.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,150,4.5,675
972,5861,I,14.11.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,220,4.5,990
973,5861,I,14.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,115,2.5,287.5
974,5861,I,14.11.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,340,8.3,"2,822.00"
975,5861,I,14.11.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 2KG/PKT,218,8.3,"1,809.40"
976,5861,I,14.11.2022,BSP004,BEEF SHORT PLATE BONELESS 2MM 1KG/PKT,82,10.9,893.8
977,5861,I,14.11.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,460,4.5,"2,070.00"
978,5861,I,14.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,75,2.5,187.5
979,5861,I,14.11.2022,PBEL19-01,S/LESS PORK BELLY SLICED 2mm 1kg/pkt,55,6.5,357.5
980,5866,I,14.11.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,160,3.6,576
981,5862,I,15.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,510,2.6,"1,326.00"
982,5862,I,15.11.2022,PHOC10,PORK HOCK S2 250gm 2X5KG/CTNS,50,2.6,130
983,5862,I,15.11.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,370,2.6,962
984,5862,I,15.11.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,2.6,26
985,5862,I,15.11.2022,PCOS04-02,PORK COLLAR CUT PCS,25,4.3,107.5
986,5862,I,15.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,"1,045.00",2.8,"2,926.00"
987,5862,I,15.11.2022,CCUR02,CHICKEN- CURRY CHICKEN S 5kg/pkt,30,2.8,84
988,5862,I,15.11.2022,PS-07,???PORK LEG SLICED 3mm 1.8KG NET,320,3.8,"1,216.00"
989,5862,I,15.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,926,3.8,"3,518.80"
990,5862,I,15.11.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,110,3.3,363
991,5862,I,15.11.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,22,3.3,72.6
992,5862,I,15.11.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,124,4.5,558
993,5862,I,15.11.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,578,3.8,"2,196.40"
994,5862,I,15.11.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 2KG/PKT,494,8.3,"4,100.20"
995,5863,I,16.11.2022,BMS002,BEEF MEAT SLICED 3.3MM 6X2KG/CTNS,"1,528.00",8.2,"12,529.60"
996,5863,I,16.11.2022,PCHB03,PORK CHOP BONE IN 1cm 20kg/ctn,705,3.4,"2,397.00"
997,5863,I,16.11.2022,PCHB01,PORK CHOP BONE IN 1.5cm 2X5KG/CTNS,810,3.4,"2,754.00"
998,5863,I,16.11.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,100,4.5,450
999,5863,I,16.11.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,340,4.5,"1,530.00"
1000,5863,I,16.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,140,2.5,350
1001,5863,I,16.11.2022,PBEL22-06,PORK BELLY 1.5CM 4X5KG/CTNS (FENG ZHEN),200,5.7,"1,140.00"
1002,5863,I,16.11.2022,PBEL21-04,PORK BELLY SLICED 1.2CM 1NOS/PKT GERMANY,210,5.7,"1,197.00"
1003,5863,I,16.11.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,624,5.3,"3,307.20"
1004,5863,I,16.11.2022,PCOS04-02,PORK COLLAR CUT PCS,70,4.3,301
1005,5863,I,16.11.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,310,8.2,"2,542.00"
1006,5863,I,16.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,660,5.3,"3,498.00"
1007,5863,I,16.11.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,80,5.3,424
1008,5863,I,16.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,50,3,150
1009,5864,I,17.11.2022,PCHB01,PORK CHOP BONE IN 1.5cm 2X5KG/CTNS,250,3.4,850
1010,5864,I,17.11.2022,PCHO07,PORK CHOP 1CM 5kg/pkt,200,4.3,860
1011,5864,I,17.11.2022,PCHO01,PORK CHOP 1.5CM 5kgX4pkt,670,4.3,"2,881.00"
1012,5864,I,17.11.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,120,4.2,504
1013,5864,I,17.11.2022,CCUB06,CHICKEN CUBE 2CM 12KG/CTN,180,4.2,756
1014,5864,I,17.11.2022,CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5kgX2pkt,"1,425.00",2.4,"3,420.00"
1015,5864,I,17.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,150,2.8,420
1016,5864,I,17.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,490.00",3.8,"5,662.00"
1017,5864,I,17.11.2022,PM-05,PORK MINCED CHILL FRESH,122,3.5,427
1018,5864,I,17.11.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,54,3.3,178.2
1019,5864,I,17.11.2022,PLOI08-03,PORK LOIN SLICED 3.2mm Cut 2  (PLO13),48,4.5,216
1020,5864,I,17.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,365,2.6,949
1021,5864,I,17.11.2022,PHOC09,PORK HOCK C4 3X5KG/CTNS,270,2.6,702
1022,5864,I,17.11.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,175,2.6,455
1023,5864,I,17.11.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,60,2.6,156
1024,5864,I,17.11.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,2.6,26
1025,5864,I,17.11.2022,PHOC06,PORK HOCK C2 (15-16pcs) 13.61KG/CTNS,4,35.5,142
1026,5864,I,17.11.2022,CSLI01-03,CHICKEN SLICED 8mm 2kgX6pkt,60,4.2,252
1027,5864,I,17.11.2022,CBLL09-03,CHICKEN CUBE 1CMX1CM 2kgX6pkt,12,4.2,50.4
1028,5864,I,17.11.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,102,8.2,836.4
1029,5864,I,17.11.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 2KG/PKT,800,8.2,"6,560.00"
1030,5864,I,17.11.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,285,5.3,"1,510.50"
1031,5864,I,17.11.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,80,5.5,440
1032,5864,I,17.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,65,3.9,253.5
1033,5864,I,17.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,568,5.3,"3,010.40"
1034,5864,I,17.11.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,90,5.3,477
1035,5864,I,17.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,40,3,120
1036,5867,I,17.11.2022,PCOS04-02,PORK COLLAR CUT PCS,60,4.3,258
1037,5865,I,18.11.2022,PRIB07,PORK RIBLETS CUT 2 INCH 5KGX2PKT/CTNS,200,4.5,900
1038,5865,I,18.11.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,190,4.5,855
1039,5865,I,18.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,120,2.5,300
1040,5865,I,18.11.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,386,3.3,"1,273.80"
1041,5865,I,18.11.2022,PFAT01,PORK FAT 2KG/PKT,122,2.8,341.6
1042,5865,I,18.11.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,"1,580.00",3.3,"5,214.00"
1043,5865,I,18.11.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,4,3.3,13.2
1044,5865,I,18.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,"1,275.00",2.8,"3,570.00"
1045,5865,I,18.11.2022,PCOS04-02,PORK COLLAR CUT PCS,140,4.3,602
1046,5865,I,18.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,675,3.9,"2,632.50"
1047,5865,I,18.11.2022,PCHO01,PORK CHOP 1.5CM 5kgX4pkt,450,4.3,"1,935.00"
1048,5865,I,18.11.2022,PSPA01,PORK- SPARERIB CUT 2''-2.5'' 5KGX2PKT/CTNS,355,5.3,"1,881.50"
1049,5865,I,18.11.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,25,5.5,137.5
1050,5865,I,18.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,80,3.9,312
1051,5865,I,18.11.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,364,4.3,"1,565.20"
1052,5865,I,18.11.2022,PCOS04-06,PORK COLLAR 6mm,140,4.3,602
1053,5865,I,18.11.2022,BSP004,BEEF SHORT PLATE BONELESS 2MM 1KG/PKT,145,10.9,"1,580.50"
1054,5865,I,18.11.2022,PBEL10-02,PORK BELLY CUBE 7MM X 7MM 4kg/pkt,184,5.3,975.2
1055,5865,I,18.11.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,808,4.2,"3,393.60"
1056,5865,I,18.11.2022,PLOI08-04,PORK LOIN SLICED 4 inch x 0.5' X 3.5mm,80,4.5,360
1057,5865,I,18.11.2022,CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,270,4.2,"1,134.00"
1058,5865,I,18.11.2022,PBEL19-07,S/LESS PORK BELLY SLICED 1.5MM (500GM),43.5,6.6,287.1
1059,5868,I,19.11.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,"1,084.00",5.3,"5,745.20"
1060,5868,I,19.11.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,760,3.9,"2,964.00"
1061,5868,I,19.11.2022,PCOS04-02,PORK COLLAR CUT PCS,120,4.3,516
1062,5868,I,19.11.2022,PCOS04-078,PORK COLLAR CUT 1.2CM,125,4.4,550
1063,5868,I,19.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,550,2.6,"1,430.00"
1064,5868,I,19.11.2022,PHOC14,PORK HOCK S2 800gm 20pcs 15KG/CTNS,"1,658.00",2.6,"4,310.80"
1065,5868,I,19.11.2022,PHOC11,PORK HOCK S2 450-500gm 2X5KG/CTNS,100,2.6,260
1066,5868,I,19.11.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,380,2.6,988
1067,5868,I,19.11.2022,PHOC07,PORK HOCK C2 10KG/CTNS,100,2.6,260
1068,5868,I,19.11.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,20,2.6,52
1069,5868,I,19.11.2022,PLIV02,PORK LIVER SLICED 2kgX5pkt,"1,782.00",2.9,"5,167.80"
1070,5868,I,19.11.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,120,4.5,540
1071,5868,I,19.11.2022,PFLO02,PORK FLOSS 6mm 2kgX5pkt,706,3.8,"2,682.80"
1072,5868,I,19.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,354,5.3,"1,876.20"
1073,5868,I,19.11.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,56,5.3,296.8
1074,5868,I,19.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,25,3,75
1075,5868,I,19.11.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,445,4.5,"2,002.50"
1076,5868,I,19.11.2022,PRIB05,PORK RIBLETS CUBE 5KGX2PKT/CTNS,75,2.5,187.5
1077,5868,I,19.11.2022,PCOS04,PORK COLLAR CUT 100-120GM,100,4.3,430
1078,5868,I,19.11.2022,CSLI01-01,CHICKEN SLICED 3mm 2kgX5pkt,178,4.4,783.2
1079,5868,I,19.11.2022,CSLI01,CHICKEN SLICED 6mm 6x2kg/pkt,630,4.4,"2,772.00"
1080,5869,I,20.11.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,535,2.8,"1,498.00"
1081,5869,I,20.11.2022,PCOS04-02,PORK COLLAR CUT PCS,130,4.3,559
1082,5869,I,20.11.2022,PM-05,PORK MINCED CHILL FRESH,100,3.5,350
1083,5869,I,20.11.2022,PM-09,PORK MINCED GRIND TWICE 5KG/PKT,100,3.3,330
1084,5869,I,20.11.2022,PM-04,PORK MINCED 7/3 GRIND TWICE 6X2KG/CTNS,422,3.3,"1,392.60"
1085,5869,I,20.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,216,5.3,"1,144.80"
1086,5869,I,20.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,20,3,60
1087,5869,I,20.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,88,5.3,466.4
1088,5869,I,20.11.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,"1,326.00",3.3,"4,375.80"
1089,5869,I,20.11.2022,PM-03,PORK- MINCED PORK AA 6X2KG/CTNS,90,3.3,297
1090,5869,I,20.11.2022,BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,102,4.5,459
1091,5869,I,20.11.2022,CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,932,4.2,"3,914.40"
1092,5871,I,20.11.2022,PBEL05-09,PORK BELLY SHEET RIBBED AURORA 25KG/CTNS,"1,000.77",4.8,"4,803.70"
1093,5871,I,20.11.2022,CCUB01,CHICKEN BONELESS CUBE SKIN ON 2KG/PKT,840,2.7,"2,268.00"
1094,5871,I,20.11.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,400,3.3,"1,320.00"
1095,5871,I,20.11.2022,CWIN06-04,ChICKEN WING STICK(SEARA) 12x1KG/CTNS,240,3.1,744
1096,5871,I,20.11.2022,PCOS04-02,PORK COLLAR CUT PCS,230,4.3,989
1097,5871,I,20.11.2022,PFAT03-02,PORK FAT CUT EXTRA SMALL CUBE 2kg/pkt,228,2.3,524.4
1098,5871,I,20.11.2022,PLOI08-01,PORK LOIN SLICED 4mm 10X2KG/CTNS,222,4.5,999
1099,5871,I,20.11.2022,CSLI01-03,CHICKEN SLICED 8mm 2kgX6pkt,212,4.2,890.4
1100,5871,I,20.11.2022,PLES09,PORK LEG CUT EXTRA SMALL CUBE (SIEW MAI) 2kg/pkt,200,2.6,520
1101,5871,I,20.11.2022,PSHT03,PORK LACONE / SHANK (WESTFLEISH-GERMANY),183.99,3,551.97
1102,5871,I,20.11.2022,PRIB05-02,"PORK RIBLETS CUT 3"" 5KGX2PKT/CTNS",155,4,620
1103,5871,I,20.11.2022,CCUR05,CHICKEN- CURRY CHICKEN 5kgX2pkt,150,2.1,315
1104,5871,I,20.11.2022,PHOC12,PORK HOCK S2 350-400gm 5KGX2PKT/CTNS,200.5,2.6,521.3
1105,5871,I,20.11.2022,CSLI02-05,CHICKEN SLICED W/O SKIN 1CM 2kgX5pkt,130,6.2,806
1106,5871,I,20.11.2022,PSTC01,PORK STOMACH SLICED 2KG/PKT,114,6.85,780.9
1107,5871,I,20.11.2022,PBEL19-05,PORK SKINLESS PORK BELLY 1CM 5KG/PKT,110,6.5,715
1108,5871,I,20.11.2022,PLEG09-02,PORK LEG CUT 1.5INCH  X 1.5INCH,108,3.2,345.6
1109,5871,I,20.11.2022,PRIB06,PORK- SPARERIB CUT 1 '' X 1 '' 5KGX2PKT/CTNS,95,5.5,522.5
1110,5871,I,20.11.2022,PBEL21-07,PORK BELLY SLICED 4MM!!! 1KG/PKT,92,5.5,506
1111,5871,I,20.11.2022,CSOF02-02,CHICKEN- KNEE CARTILAGE (SEARA) 300GM/PKT,84,2.2,184.8
1112,5871,I,20.11.2022,BRE006,BEEF RIBEYE / CUBEROLL (MINERVA),83.42,10.57,881.75
1113,5871,I,20.11.2022,CFEE04,HOUSE BRAND:FRIED CHICKEN FEET (UF) 400GMX10PKT,70,2,140
1114,5871,I,20.11.2022,PRIB09,PORK RIBLETS CUT 3 INCH 5KGX2PKT/CTNS,70,3.7,259
1115,5871,I,20.11.2022,PBEL21-09,PORK BELLY CUT 2' X 1',65.72,5.3,348.32
1116,5871,I,20.11.2022,BMI002,BEEF- MINCED BEEF 2KGX5PKT/CTNS,60,4.5,270
1117,5871,I,20.11.2022,PS-03,PORK SHOULDER SLICED 5mm -6mm 2kg/pkt,58,3.7,214.6
1118,5871,I,20.11.2022,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,53,11.5,609.5
1119,5871,I,20.11.2022,PBEL22-04,PORK BELLY SLICED 1cm 5kg/pkt,50,5.3,265
1120,5871,I,20.11.2022,PCHO02,PORK CHOP 8MM  5kgX2pkt,48.8,4.5,219.6
1121,5871,I,20.11.2022,BRE002,BEEF RIBEYE STEAK 190-220gm,44.49,11,489.39
1122,5871,I,20.11.2022,MTR001,MUTTON TRIPE,41.6,4,166.4
1123,5871,I,20.11.2022,PBEL10-03,PORK BELLY CUBE 5kg/pkt,40,5.3,212
1124,5871,I,20.11.2022,CNSF01,CHICKEN STIR FRY 250GM X 12PKT (PERDIGAO),36,2.3,82.8
1125,5871,I,20.11.2022,PCOS04-078,PORK COLLAR CUT 1.2CM,35,4.4,154
1126,5871,I,20.11.2022,CSLI02,CHICKEN SLICED W/O SKIN 6MM 2kgX6pkt,32,4.2,134.4
1127,5871,I,20.11.2022,SWC003-02,SEAFOOD- WHITE CLAM - BUTTER 500gm x 20pkt/ctns,30,1,30
1128,5871,I,20.11.2022,MCU001,MUTTON CUBE 5kgX2pkt,25.5,8,204
1129,5871,I,20.11.2022,CSLI08-02,CHICKEN SLICED SHABU SHABU 12X300gm/pkt PERDIGAO,24,2.2,52.8
1130,5871,I,20.11.2022,SLB006,SEAFOOD- CRAY PRAWN 150-200,23,8.75,201.25
1131,5871,I,20.11.2022,OPO003-05,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 500GM/PKT,100,3.85,385
1132,5871,I,20.11.2022,PBEL21-06,PORK BELLY SLICED 6MM,17.8,5.3,94.34
1133,5871,I,20.11.2022,BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,10.5,48,504
1134,5871,I,20.11.2022,OPO013-01-01,OTHER- CHICKEN BREADED MID WING (FARMPRIDE) 10X1kg/ctn,16,7,112
1135,5871,I,20.11.2022,SCA002-03,SEAFOOD- H/SHELL SCALLOP WITH ROE 6/7 16pkt/ctns,16,3.9,62.4
1136,5871,I,20.11.2022,PSOF03,PORK SOFTBONE CUBE 500GM/PKT,15.5,2,31
1137,5871,I,20.11.2022,PCOL10-01,PORK COLLAR IBERICO (JARMONDOR-SPAIN),14.62,20.5,299.71
1138,5871,I,20.11.2022,PBEL22-05,PORK BELLY SLICED 2cm THICK,13.5,5.3,71.55
1139,5871,I,20.11.2022,BSH004-02,BEEF SHIN CUBE  3CM X 3CM X 3CM,13.2,7.2,95.04
1140,5871,I,20.11.2022,PRIB05-01,PORK RIBLETS 3 INCH,13,3.6,46.8
1141,5871,I,20.11.2022,FBE001,FISH- BELT FISH LONG - STEAK 150/250GM 5X2KG/CTNS,12,5,60
1142,5871,I,20.11.2022,OFF009,OTHER- TWISTER FRIES / CURLY FRIES 1KG/PKT,12,5.83,69.96
1143,5871,I,20.11.2022,PLES09-01,PORK LEG CUT EXTRA SMALL CUBE (DA BAO) 2kg/pkt,12,2.6,31.2
1144,5871,I,20.11.2022,SOYS03,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN 288PCS/CTNS,12,1.38,16.56
1145,5871,I,20.11.2022,MCU002,MUTTON LEG CUT CUBE 5KG/PKT,11.5,8,92
1146,5871,I,20.11.2022,CSPR03-01,CHICKEN- SPRING CHICKEN 800gm (PD) 9.6kg/ctn,11,42.24,464.64
1147,5871,I,20.11.2022,PCHO04,PORK CHOP 6MM,10,1.7,17
1148,5871,I,20.11.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,10,2.3,23
1149,5871,I,20.11.2022,PRIB01-13,PORK MEALTY RIBLETS (AURORA) 10kg/ctn,10,3.77,37.7
1150,5871,I,20.11.2022,BSL001-03,BEEF STRIPLOIN (MINERVA -SA),9.9,2,19.8
1151,5871,I,20.11.2022,OPO015-03,OTHER- CRISPY CHICKEN STRIPES 18X350GM/CTNS,9,3.95,35.55
1152,5871,I,20.11.2022,BMS005,BEEF KNUCKLE MEAT SLICED 6MM 2kg/pkt,8,6.8,54.4
1153,5871,I,20.11.2022,CCUB11,CHICKEN CUBE  400GM X 12PKT (PERDIGAO),8,3.3,26.4
1154,5871,I,20.11.2022,PM-10,PORK MINCED + PORK FAT,8,4.2,33.6
1155,5871,I,20.11.2022,PCOS04,PORK COLLAR CUT 100-120GM,6.7,4.3,28.81
1156,5871,I,20.11.2022,PRB002,OTHER- PRAWN BALL 1kg SINGOURMENT,6,5.3,31.8
1157,5871,I,20.11.2022,BSU003,BEEF SHABU SHABU (TFP) 400gmX20pkt,5,6.4,32
1158,5871,I,20.11.2022,CCUB05,CHICKEN CUBE S 5kgX2pkt,5,4.3,21.5
1159,5871,I,20.11.2022,CWHL15,CHICKEN- CURRY CHICKEN 500gm/pkt,4,1.5,6
1160,5871,I,20.11.2022,CWHO04,CHICKEN- WHOLE CHICKEN 1000gm (PERDIGAO) 10kg/ctn,4,4.7,18.8
1161,5871,I,20.11.2022,DUCK06,DUCK HEAD 5KG/PKT,3.3,2,6.6
1162,5871,I,20.11.2022,BCHO05,BEEF MELTIQUE SIRLOIN STEAK 200GM/PCS,3,5,15
1163,5871,I,20.11.2022,OTO010,OTHER- OTAK PRAWN 180GM (100pkt/ctn),3,2.3,6.9
1164,5871,I,20.11.2022,BMS001,BEEF MEAT SLICED 6X2KG/CTNS [HALAL],2,4,8
1165,5871,I,20.11.2022,BSL001-05,CHILLED BEEF STRIPLOIN (PS NZ SILVERFERN / AUST MIDFIELD)),2,20.5,41
1166,5871,I,20.11.2022,BRE0011,CHILLED BEEF RIBEYE PS CUBEROLL NZ SILVERFERN,1.04,29.5,30.68
1167,5871,I,20.11.2022,OPO006,OTHER- CHICKEN POPCORN (FARMPRIDE) 10X1KG/CTNS,1,7,7
1168,5871,I,20.11.2022,PCHB02,PORK CHOP BONE IN 1.3CM 1KG/PKT,1,3.9,3.9
1169,5871,I,20.11.2022,PCOL10-05,IBERICO PORK COLLAR SHABU SHABU 2MM 200GM/PKT,1,4.2,4.2
1170,5872,I,20.11.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,958,3.3,"3,161.40"
1171,5870,I,21.11.2022,CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,670,2.8,"1,876.00"
1172,5870,I,21.11.2022,CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,215,2.8,602
1173,5870,I,21.11.2022,PHOC07,PORK HOCK C2 10KG/CTNS,90,2.6,234
1174,5870,I,21.11.2022,PCOS04-02,PORK COLLAR CUT PCS,45,4.3,193.5
1175,5870,I,21.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,"1,096.00",3.8,"4,164.80"
1176,5870,I,21.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,82,3.8,311.6
1177,5870,I,21.11.2022,PS-04,PORK LEG SLICED 8mm 2kgX5pkt,108,3.8,410.4
1178,5870,I,21.11.2022,PM-06,PORK MINCED AA GRIND TWICE 6X2KG/CTNS,50,3.8,190
1179,5870,I,21.11.2022,PM-05,PORK MINCED CHILL FRESH,152,3.5,532
1180,5870,I,21.11.2022,POCU01,PORK OIL CUBE 5kg/pkt,"1,860.00",2.7,"5,022.00"
1181,5870,I,21.11.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,420,8.2,"3,444.00"
1182,5870,I,21.11.2022,BMS008-01,BEEF MEAT SLICED 2MM X 3' X 1.5' 2KG/PKT,166,8.2,"1,361.20"
