No,Document Number,Document Type,Canceled,Posting Date,Item No.,Item/Service Description,Quantity,Price,Row Total
931,5711,I,N,29.10.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,93.8,6.03,565.61
932,5711,I,N,29.10.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,499.06",7.8,"11,692.67"
933,5711,I,N,29.10.2022,CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,"1,050.00",1.69,"1,774.50"
934,5711,I,N,29.10.2022,CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,30,36,"1,080.00"
935,5711,I,N,29.10.2022,PHOC05-04,PORK FRONT HOCK(BOSELER-GERMANY) 10kg/ctn,340,2.13,724.2
936,5711,I,N,29.10.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,40,46.76,"1,870.40"
937,5711,I,N,29.10.2022,PCOL09,PORK COLLAR (AURORA) 10KG/CTNS,50,3.9,195
938,5711,I,N,29.10.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,017.85",7.8,"7,939.23"
939,5711,I,N,29.10.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,720,4.95,"3,564.00"
940,5711,I,N,29.10.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),604.43,7.8,"4,714.55"
941,5757,I,N,26.11.2022,PHCU01,PORK HOCK CUBE A 5KGX2PKT/CTNS,10,2.6,26
942,5764,I,N,02.12.2022,PS-03,PORK SHOULDER SLICED 5mm -6mm 2kg/pkt,16,3.7,59.2
943,5764,I,N,02.12.2022,PLEG03,PORK LEG (ALEGRA-SA),24,3.34,80.16
944,5760,I,N,04.12.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,5,35.25,176.25
945,5760,I,N,04.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,25,3.72,93
946,5760,I,N,04.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,12,3.32,39.84
947,5760,I,N,04.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),20,5.38,107.6
948,5760,I,N,04.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
949,5760,I,N,04.12.2022,PLEG03,PORK LEG (ALEGRA-SA),285,3.34,951.9
950,5760,I,N,04.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,18,46.76,841.68
951,5760,I,N,04.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),209.73,7.6,"1,593.95"
952,5760,I,N,04.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,700,3.32,"2,324.00"
953,5760,I,N,04.12.2022,PTRI03,PORK TRIMMING FROZEN,104.8,2,209.6
954,5760,I,N,04.12.2022,PTRI02,PORK TRIMMING FRESH,600,3,"1,800.00"
955,5771,I,N,05.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,67,46.76,"3,132.92"
956,5771,I,N,05.12.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,655.16",3.34,"5,528.23"
957,5771,I,N,05.12.2022,PTRI02,PORK TRIMMING FRESH,60,3,180
958,5771,I,N,05.12.2022,PHOC05-04,PORK FRONT HOCK(BOSELER-GERMANY) 10kg/ctn,"1,060.00",2.13,"2,257.80"
959,5771,I,N,05.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
960,5771,I,N,05.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),513.48,7.6,"3,902.45"
961,5771,I,N,05.12.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),181.73,9.5,"1,726.44"
962,5771,I,N,05.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,774,4.8,"3,715.20"
963,5771,I,N,05.12.2022,PBEL05-21,PORK BELLY PAMPLONA (SINGLE-BRAZIL),801.04,4.95,"3,965.15"
964,5759,I,N,07.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,500,3.44,"1,720.00"
965,5759,I,N,07.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,36,3.32,119.52
966,5759,I,N,07.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,216.70",7.6,"9,246.92"
967,5759,I,N,07.12.2022,PLEG03,PORK LEG (ALEGRA-SA),381.6,3.34,"1,274.54"
968,5759,I,N,07.12.2022,PTRI02,PORK TRIMMING FRESH,80,3,240
969,5759,I,N,07.12.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,59,35.25,"2,079.75"
970,5759,I,N,07.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
971,5759,I,N,07.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,336,3.9,"1,310.40"
972,5759,I,N,07.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),510.86,7.6,"3,882.54"
973,5759,I,N,07.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,540,3.44,"1,857.60"
974,5759,I,N,07.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,100,3.9,390
975,5773,I,N,08.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,570,3.44,"1,960.80"
976,5773,I,N,08.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),734.52,5.38,"3,951.72"
977,5773,I,N,08.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,241.03",7.6,"9,431.83"
978,5773,I,N,08.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,36,3.32,119.52
979,5773,I,N,08.12.2022,PTRI02,PORK TRIMMING FRESH,200,3,600
980,5773,I,N,08.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,540,2.35,"1,269.00"
981,5773,I,N,08.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,144,3.9,561.6
982,5773,I,N,08.12.2022,PLEG03,PORK LEG (ALEGRA-SA),573.23,3.34,"1,914.59"
983,5773,I,N,08.12.2022,MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),101.95,11.3,"1,152.04"
984,5773,I,N,08.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),124.5,7.6,946.2
985,5773,I,N,08.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,60,3.9,234
986,5773,I,N,08.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,480,3.44,"1,651.20"
987,5753,I,N,28.11.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,26,46.76,"1,215.76"
988,5753,I,N,28.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,65,35.25,"2,291.25"
989,5753,I,N,28.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,125,3.72,465
990,5753,I,N,28.11.2022,PFER02,PORK HUMEROUSBONES 10KG/CTNS,"1,560.00",1.05,"1,638.00"
991,5753,I,N,28.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,156,2.8,436.8
992,5753,I,N,28.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,"1,000.00",2.4,"2,400.00"
993,5753,I,N,28.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
994,5753,I,N,28.11.2022,PBEL05-23,PORK BELLY (LANGUIRU-BRAZIL),909.4,5,"4,547.00"
995,5753,I,N,28.11.2022,MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),104.63,10.8,"1,130.00"
996,5753,I,N,28.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,290,3.44,997.6
997,5753,I,N,28.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,2.8,"2,116.80"
998,5761,I,N,30.11.2022,BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),409.93,29.5,"12,092.94"
999,5762,I,N,02.12.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,210,2.3,483
1000,5762,I,N,02.12.2022,PLIV07,PORK LIVER (SULINA) 10KG/CTNS,690,2.3,"1,587.00"
1001,5774,I,N,08.12.2022,DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,5.98,78,466.44
1002,5775,I,N,08.12.2022,PBEL22-06,PORK BELLY 1.5CM 4X5KG/CTNS (FENG ZHEN),538,5.7,"3,066.60"
1003,5776,I,N,09.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,65,31.68,"2,059.20"
1004,5776,I,N,09.12.2022,MTU005,LAMB NECK PIECES FREW (MIDFIELD),351.84,5.8,"2,040.67"
1005,5776,I,N,09.12.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,"1,420.00",2.3,"3,266.00"
1006,5776,I,N,09.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,125,3.72,465
1007,5776,I,N,09.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),669.84,5.38,"3,603.74"
1008,5776,I,N,09.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,150,2.35,352.5
1009,5776,I,N,09.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,4,480
1010,5776,I,N,09.12.2022,PBEL10,PORK BELLY CUBE _ 01 2Kgx10Pkt,700,5.4,"3,780.00"
1011,5776,I,N,09.12.2022,PBEL18,PORK BELLY SLICED 1.5CM 2kgX10pkt,400,5.4,"2,160.00"
1012,5776,I,N,09.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,738,4.8,"3,542.40"
1013,5776,I,N,09.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,2.8,"2,116.80"
1014,5776,I,N,09.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,875,3.72,"3,255.00"
1015,5777,I,N,10.12.2022,PTRI02,PORK TRIMMING FRESH,438.3,3,"1,314.90"
1016,5777,I,N,10.12.2022,PTRI03,PORK TRIMMING FROZEN,466,2.5,"1,165.00"
1017,5777,I,N,10.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,780,3.32,"2,589.60"
1018,5777,I,N,10.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,100,31.68,"3,168.00"
1019,5777,I,N,10.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,050.00",2.35,"2,467.50"
1020,5777,I,N,10.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,4,480
1021,5777,I,N,10.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),994.52,7.6,"7,558.35"
1022,5777,I,N,10.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,590,3.24,"1,911.60"
1023,5777,I,N,10.12.2022,PLEG03,PORK LEG (ALEGRA-SA),477.16,3.34,"1,593.71"
1024,5777,I,N,10.12.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,150,3.13,469.5
1025,5713,I,N,31.10.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,40,46.76,"1,870.40"
1026,5713,I,N,31.10.2022,PBRB04-03,PORK BRISKET BONE (SMITHFIELD-USA) 13kg/ctn,19,53.95,"1,025.05"
1027,5713,I,N,31.10.2022,PCOL09,PORK COLLAR (AURORA) 10KG/CTNS,50,3.9,195
1028,5713,I,N,31.10.2022,PTRI03,PORK TRIMMING FROZEN,"1,600.00",2,"3,200.00"
1029,5713,I,N,31.10.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,540,3.5,"1,890.00"
1030,5713,I,N,31.10.2022,PTRI02,PORK TRIMMING FRESH,135,3,405
1031,5713,I,N,31.10.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,"1,674.00",3.5,"5,859.00"
1032,5713,I,N,31.10.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,192,3.5,672
1033,5713,I,N,31.10.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,3,"2,268.00"
1034,5713,I,N,31.10.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,570,3.63,"2,069.10"
1035,5713,I,N,31.10.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,576,3,"1,728.00"
1036,5713,I,N,31.10.2022,CSKI02,CHICKEN SKIN (LEVIDA) 12kg/ctn,20,2.1,42
1037,5713,I,N,31.10.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,3,"2,268.00"
1038,5713,I,N,31.10.2022,CSKI02,CHICKEN SKIN (LEVIDA) 12kg/ctn,60,2.1,126
1039,5713,I,N,31.10.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,500,2.4,"1,200.00"
1040,5713,I,N,31.10.2022,PTRI02,PORK TRIMMING FRESH,300,3,900
1041,5714,I,N,01.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,440,3.63,"1,597.20"
1042,5714,I,N,01.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,"1,100.00",2.4,"2,640.00"
1043,5714,I,N,01.11.2022,CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,5,36,180
1044,5714,I,N,01.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,84,3.5,294
1045,5714,I,N,01.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,200,3.72,744
1046,5714,I,N,01.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,810,3.5,"2,835.00"
1047,5714,I,N,01.11.2022,PSHO07,PORK SHOULDER (FRIMESA) 25KG/CTNS,750,2.9,"2,175.00"
1048,5714,I,N,01.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,180,3,540
1049,5714,I,N,01.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,3,"2,268.00"
1050,5714,I,N,01.11.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),180.36,10.5,"1,893.78"
1051,5789,I,N,15.12.2022,PBEL05-23,PORK BELLY SHEET RIBBED (LANGUIRU-BRAZIL),53.67,4.21,225.95
1052,5789,I,N,15.12.2022,PLEG03,PORK LEG (ALEGRA-SA),232.82,3.34,777.62
1053,5789,I,N,15.12.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,610,3.13,"1,909.30"
1054,5778,I,N,11.12.2022,PLEG03,PORK LEG (ALEGRA-SA),248.14,3.34,828.79
1055,5778,I,N,11.12.2022,PLEG03,PORK LEG (ALEGRA-SA),380,3.34,"1,269.20"
1056,5778,I,N,11.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,28,46.76,"1,309.28"
1057,5778,I,N,11.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,4,480
1058,5778,I,N,11.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,360,4,"1,440.00"
1059,5787,I,N,18.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),397.37,7.6,"3,020.01"
1060,5779,I,N,12.12.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,693.90",3.34,"5,657.63"
1061,5779,I,N,12.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),34,5.38,182.92
1062,5779,I,N,12.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,50,3.72,186
1063,5779,I,N,12.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,005.00",2.35,"2,361.75"
1064,5779,I,N,12.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,96,4,384
1065,5779,I,N,12.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,60,46.76,"2,805.60"
1066,5779,I,N,12.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,540,3.24,"1,749.60"
1067,5779,I,N,12.12.2022,PLEG03,PORK LEG (ALEGRA-SA),572.35,3.34,"1,911.65"
1068,5779,I,N,12.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),82.4,5.38,443.31
1069,5779,I,N,12.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,522,4.8,"2,505.60"
1070,5779,I,N,12.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,2.8,"2,116.80"
1071,5782,I,N,14.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,705,2.35,"1,656.75"
1072,5782,I,N,14.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,3.9,468
1073,5782,I,N,14.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,80,31.68,"2,534.40"
1074,5782,I,N,14.12.2022,PLEG03,PORK LEG (ALEGRA-SA),687.95,3.34,"2,297.75"
1075,5782,I,N,14.12.2022,PTRI03,PORK TRIMMING FROZEN,920,1.3,"1,196.00"
1076,5782,I,N,14.12.2022,BFQ001,BEEF FOREQUARTER B/LESS (QUALITY BEEF-BRAZIL),131.7,6.84,900.83
1077,5782,I,N,14.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,288,2.8,806.4
1078,5782,I,N,14.12.2022,PLEG03,PORK LEG (ALEGRA-SA),907.81,3.34,"3,032.09"
1079,5782,I,N,14.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,540,5.4,"2,916.00"
1080,5782,I,N,14.12.2022,PBEL05-21,PORK BELLY PAMPLONA (SHEET RIBBED-BRAZIL),119.55,4.95,591.77
1081,5782,I,N,14.12.2022,PTAI08,PORK TAIL L.VALLEY (AUST),25.3,4.3,108.79
1082,5795,I,N,22.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,60,31.68,"1,900.80"
1083,5795,I,N,22.12.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,76,6.03,458.28
1084,5795,I,N,22.12.2022,PLEG03,PORK LEG (ALEGRA-SA),653.1,3.34,"2,181.35"
1085,5795,I,N,22.12.2022,PTRI02,PORK TRIMMING FRESH,"1,000.00",3,"3,000.00"
1086,5795,I,N,22.12.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,535,3.32,"1,776.20"
1087,5795,I,N,22.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,975,3.9,"3,802.50"
1088,5795,I,N,22.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,300,3.48,"1,044.00"
1089,5795,I,N,22.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,350,3.24,"1,134.00"
1090,5795,I,N,22.12.2022,PLEG03,PORK LEG (ALEGRA-SA),772.64,3.34,"2,580.62"
1091,5795,I,N,22.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),117.56,5.38,632.47
1092,5795,I,N,22.12.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,360,4.8,"1,728.00"
1093,5795,I,N,22.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,250,3.24,810
1094,5795,I,N,22.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,840,2.8,"2,352.00"
1095,5784,I,N,16.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,75,46.76,"3,507.00"
1096,5784,I,N,16.12.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,156.99",3.34,"3,864.35"
1097,5784,I,N,16.12.2022,PTRI02,PORK TRIMMING FRESH,200,3,600
1098,5784,I,N,16.12.2022,PLIV08,PORK LIVER (SEARA) 15KG/CTNS,300,2.2,660
1099,5784,I,N,16.12.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),58,5.38,312.04
1100,5784,I,N,16.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,035.00",2.35,"2,432.25"
1101,5784,I,N,16.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,4.2,504
1102,5784,I,N,16.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,210,3.24,680.4
1103,5784,I,N,16.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,500,3.24,"1,620.00"
1104,5784,I,N,16.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,336,2.8,940.8
1105,5784,I,N,16.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,2.8,"2,116.80"
1106,5785,I,N,17.12.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,10,46.76,467.6
1107,5785,I,N,17.12.2022,PSOF02,PORK SOFTBONE CUT A 5KG/PKT,275,3.9,"1,072.50"
1108,5785,I,N,17.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,31,31.68,982.08
1109,5785,I,N,17.12.2022,PLEG03,PORK LEG (ALEGRA-SA),545.55,3.34,"1,822.14"
1110,5785,I,N,17.12.2022,PTRI02,PORK TRIMMING FRESH,800,3,"2,400.00"
1111,5785,I,N,17.12.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,500,3.13,"1,565.00"
1112,5785,I,N,17.12.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,150,3.72,558
1113,5785,I,N,17.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,220,3.24,712.8
1114,5785,I,N,17.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,720,2.35,"1,692.00"
1115,5785,I,N,17.12.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,4.2,504
1116,5785,I,N,17.12.2022,PCOS04-04,PORK COLLAR SLICED 2-3mm 2kg/pkt,384,4.3,"1,651.20"
1117,5785,I,N,17.12.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),502.03,7.6,"3,815.43"
1118,5785,I,N,17.12.2022,BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),161.12,26,"4,189.12"
1119,5785,I,N,17.12.2022,BMM004,BEEF STRIPLOIN (MELTIQUE-AUST),192.14,26,"4,995.64"
1120,5785,I,N,17.12.2022,PTAI08,PORK TAIL L.VALLEY (AUST),88.21,4.3,379.3
1121,5785,I,N,17.12.2022,MTU001,MUTTON TRUNK 27.20kg/ctn,54.4,8.5,462.4
1122,5785,I,N,17.12.2022,BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),173.79,10.4,"1,807.42"
1123,5801,I,N,27.12.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,"1,005.00",2.35,"2,361.75"
1124,5801,I,N,27.12.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,140,3.48,487.2
1125,5801,I,N,27.12.2022,CWHL13,CHICKEN- WHOLE LEG (COPACOL/ALLIZ-BRAZIL) 15kg/ctn,73,31.68,"2,312.64"
1126,5801,I,N,27.12.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,"1,425.00",3.13,"4,460.25"
1127,5801,I,N,27.12.2022,PTRI02,PORK TRIMMING FRESH,200,3,600
1128,5801,I,N,27.12.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,337.2,6.03,"2,033.32"
1129,5801,I,N,27.12.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,840,2.51,"2,108.40"
1130,5801,I,N,27.12.2022,MBL001-01,MUTTON BONELESS LEG (FLETCHER-AUST),139.5,11.2,"1,562.40"
1131,5801,I,N,27.12.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),70.3,9.5,667.85
1132,5801,I,N,27.12.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,590,3.24,"1,911.60"
1133,5805,I,N,28.12.2022,FSN001-02,XXXXXFISH- TOMAN FILLET 300/500 1kg x 10pkt,186.97,5.13,959.16
1134,5805,I,N,28.12.2022,FSN002-03,FISH- TOMAN SLICED SKIN-ON 4MM 6X1KG/CTNS,96,7.3,700.8
1135,5805,I,N,28.12.2022,FSN004,FISH- TOMAN HEAD 2kg x 5pkt,"1,278.00",5,"6,390.00"
1136,5805,I,N,28.12.2022,FSN002-02,FISH- TOMAN FILLET CUT SLICED (SKIN-ON) 4MM 10X1KG/CTNS,300,7.5,"2,250.00"
1137,5743,I,N,21.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,55,35.25,"1,938.75"
1138,5743,I,N,21.11.2022,PHOC05,PORK FRONT HOCK OLYMEL-CANADA 15KG/CTNS,90,2.35,211.5
1139,5743,I,N,21.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,48,3.9,187.2
1140,5743,I,N,21.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,"1,440.00",3.5,"5,040.00"
1141,5743,I,N,21.11.2022,PTRI02,PORK TRIMMING FRESH,40,3,120
1142,5743,I,N,21.11.2022,PFAT04,PORK BACK FAT TONNIES,"1,860.42",2.28,"4,241.76"
1143,5743,I,N,21.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),619.85,7.7,"4,772.85"
