pdt_code,pdt_name,current_inv,summary_purchases_date_range,summary_purchases_min_price,summary_purchases_max_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_min_price,summary_sales_max_price
SSR003,,,2023-03-01 - 2023-09-08,3.5,3.5,2023-03-01 - 2023-09-08,2023-08-12,4.5,3.7,4.5
SSR004,,,2023-03-01 - 2023-09-08,2.08,3.2,2023-03-01 - 2023-09-08,2023-09-07,4.78,3.2,9.5
SSR03,,,2023-03-01 - 2023-09-08,9.0,9.0,2023-03-01 - 2023-09-08,2023-09-02,10.5,9.2,17.5
SSR03-02,,,2021-09-01 - 2023-09-08,12.0,12.0,2021-09-01 - 2023-09-08,2022-03-16,16.73,13.3,16.73
SVA001,,,2023-03-01 - 2023-09-08,12.5,12.5,2023-03-01 - 2023-09-08,2023-04-29,14.0,14.0,14.0
SVA001-02,,,2021-09-01 - 2023-09-08,15.0,15.0,2023-03-01 - 2023-09-08,2023-04-29,18.0,18.0,18.0
SVA001-03,,,2023-03-01 - 2023-09-08,11.5,12.0,2023-03-01 - 2023-09-08,2023-09-04,12.8,10.2,12.8
SVA001-04,,,2023-03-01 - 2023-09-08,9.0,9.5,2023-03-01 - 2023-09-08,2023-09-04,12.5,9.2,13.5
SVA001-05,,,2023-03-01 - 2023-09-08,10.0,10.0,2023-03-01 - 2023-09-08,2023-05-02,10.56,10.2,12.5
SVA001-06,,,2023-03-01 - 2023-09-08,14.2,14.2,2023-03-01 - 2023-09-08,2023-09-05,21.76,15.0,21.76
SVA001-07,,,2023-03-01 - 2023-09-08,11.0,11.0,2023-03-01 - 2023-09-08,2023-09-07,11.2,11.2,16.2
SVA0010,,,2021-09-01 - 2023-09-08,12.0,12.0,2021-09-01 - 2023-09-08,2022-01-24,12.5,12.5,15.0
SVA0011,,,2023-03-01 - 2023-09-08,13.0,13.0,2023-03-01 - 2023-09-08,2023-08-29,13.5,11.0,13.5
SVA0011-02,,,2023-03-01 - 2023-09-08,13.0,13.0,2023-03-01 - 2023-09-08,2023-03-21,13.8,13.8,13.8
SVA0012,,,2021-09-01 - 2023-09-08,6.55,7.3,2021-09-01 - 2023-09-08,2022-05-21,6.9,6.9,6.9
SVA0013,,,2023-03-01 - 2023-09-08,14.0,14.0,2023-03-01 - 2023-09-08,2023-04-25,17.5,17.5,17.5
SVA002,,,2023-03-01 - 2023-09-08,15.0,18.63,2023-03-01 - 2023-09-08,2023-08-11,21.0,20.0,21.0
SVA002-03,,,,,,2023-03-01 - 2023-09-08,2023-06-19,10.7,10.7,10.7
SVA002-04,,,2023-03-01 - 2023-09-08,11.8,11.8,2023-03-01 - 2023-09-08,2023-06-20,12.8,12.8,14.5
SVA002-06,,,2023-03-01 - 2023-09-08,12.0,14.5,2023-03-01 - 2023-09-08,2023-09-07,15.5,0.01,25.33
SVA002-07,,,2023-03-01 - 2023-09-08,10.2,10.2,2023-03-01 - 2023-09-08,2023-09-04,12.5,10.0,12.5
SVA002-08,,,2021-09-01 - 2023-09-08,6.8,7.7,2021-09-01 - 2023-09-08,2022-12-13,8.0,8.0,8.0
SVA002-09,,,2021-09-01 - 2023-09-08,10.0,10.0,2021-09-01 - 2023-09-08,2022-02-09,12.0,12.0,14.5
SVA002-11,,,2023-03-01 - 2023-09-08,10.3,13.0,2023-03-01 - 2023-09-08,2023-09-03,14.0,12.0,18.0
SVA002-12,,,2021-09-01 - 2023-09-08,27.0,27.4,2021-09-01 - 2023-09-08,2022-07-09,29.0,27.2,29.0
SVA002-13,,,2021-09-01 - 2023-09-08,19.5,19.5,2021-09-01 - 2023-09-08,2022-03-18,19.7,18.7,22.0
SVA003,,,2023-03-01 - 2023-09-08,6.5,6.5,2023-03-01 - 2023-09-08,2023-09-03,7.5,7.5,9.0
SVA003-02,,,2023-03-01 - 2023-09-08,7.3,7.3,2023-03-01 - 2023-09-08,2023-08-22,8.0,5.0,8.5
SVA004-01,,,2023-03-01 - 2023-09-08,11.5,11.5,2023-03-01 - 2023-09-08,2023-05-12,12.0,12.0,12.0
SVA004-02,,,2023-03-01 - 2023-09-08,10.8,11.5,2023-03-01 - 2023-09-08,2023-09-07,13.5,11.0,21.11
SVA004-03,,,2023-03-01 - 2023-09-08,10.0,11.5,2023-03-01 - 2023-09-08,2023-08-31,13.0,10.3,17.41
SVA004-04,,,2023-03-01 - 2023-09-08,11.2,11.2,2023-03-01 - 2023-09-08,2023-09-07,13.33,12.0,21.2
SVA004-05,,,2023-03-01 - 2023-09-08,11.2,11.2,2023-03-01 - 2023-09-08,2023-08-02,13.0,13.0,13.0
SVA004-06,,,2023-03-01 - 2023-09-08,10.33,10.33,2023-03-01 - 2023-09-08,2023-09-07,12.5,0.01,13.0
SVA004-07,,,2021-09-01 - 2023-09-08,9.1,10.7,2023-03-01 - 2023-09-08,2023-09-06,12.5,11.0,12.5
SVA004-08,,,2023-03-01 - 2023-09-08,10.8,10.8,2023-03-01 - 2023-09-08,2023-08-22,11.0,11.0,12.8
SVA005,,,2023-03-01 - 2023-09-08,8.2,8.5,2023-03-01 - 2023-09-08,2023-06-29,8.7,8.7,16.0
SVA006,,,2023-03-01 - 2023-09-08,8.14,8.14,2023-03-01 - 2023-09-08,2023-09-07,12.23,8.3,16.0
SVA007,,,2021-09-01 - 2023-09-08,7.0,7.8,2021-09-01 - 2023-09-08,2023-02-24,9.5,7.2,13.0
SVA007-02,,,2021-09-01 - 2023-09-08,10.2,10.2,2021-09-01 - 2023-09-08,2021-12-18,12.0,11.2,12.0
SVA007-03,,,2023-03-01 - 2023-09-08,7.6,8.6,2023-03-01 - 2023-09-08,2023-08-22,9.8,5.0,10.8
SVA008,,,2021-09-01 - 2023-09-08,7.1,7.3,2021-09-01 - 2023-09-08,2023-01-17,8.65,7.8,9.5
SVA008-02,,,2023-03-01 - 2023-09-08,6.9,7.8,2023-03-01 - 2023-09-08,2023-09-07,9.09,0.01,10.8
SVA008-03,,,2023-03-01 - 2023-09-08,7.4,7.6,2023-03-01 - 2023-09-08,2023-09-07,8.5,7.8,10.0
SVA008-04,,,2023-03-01 - 2023-09-08,6.9,7.55,2023-03-01 - 2023-09-08,2023-06-13,8.5,7.8,10.0
SVA009,,,2021-09-01 - 2023-09-08,6.7,6.7,2021-09-01 - 2023-09-08,2022-04-27,10.87,9.5,14.8
SVA009-01,,,2021-09-01 - 2023-09-08,7.7,11.2,2021-09-01 - 2023-09-08,2022-04-19,12.8,9.0,14.0
SVA009-02,,,2021-09-01 - 2023-09-08,6.2,11.2,2021-09-01 - 2023-09-08,2023-01-30,11.0,6.8,16.0
SVA009-03,,,2023-03-01 - 2023-09-08,8.37,8.37,2023-03-01 - 2023-09-08,2023-09-07,10.0,8.6,13.1
SVA009-04,,,2023-03-01 - 2023-09-08,8.0,9.3,2023-03-01 - 2023-09-08,2023-05-19,9.8,8.6,13.1
SVA009-06,,,2021-09-01 - 2023-09-08,9.6,10.5,2021-09-01 - 2023-09-08,2022-12-18,11.0,9.8,25.0
SVL001,,,2023-03-01 - 2023-09-08,3.68,4.6,2023-03-01 - 2023-09-08,2023-09-07,8.6,7.0,11.0
SVL002-02,,,2023-03-01 - 2023-09-08,3.61,4.3,2023-03-01 - 2023-09-08,2023-09-07,7.26,0.01,10.0
SVL003-02,,,2023-03-01 - 2023-09-08,3.54,4.2,2023-03-01 - 2023-09-08,2023-09-06,7.8,6.3,11.95
SVL004,,,2023-03-01 - 2023-09-08,3.71,4.0,2023-03-01 - 2023-09-08,2023-09-07,7.21,6.0,9.5
SVL005-02,,,2023-03-01 - 2023-09-08,6.0,6.0,2023-03-01 - 2023-09-08,2023-09-07,7.74,6.0,10.65
SVL006-02,,,2023-03-01 - 2023-09-08,4.37,10.0,2023-03-01 - 2023-09-08,2023-09-02,12.0,5.4,15.0
SVL008,,,2021-09-01 - 2023-09-08,8.58,10.5,2023-03-01 - 2023-09-08,2023-09-07,10.5,0.01,14.5
SVL009,,,,,,2021-09-01 - 2023-09-08,2022-04-21,10.0,9.0,13.0
SWC001,,,2023-03-01 - 2023-09-08,3.8,3.8,2023-03-01 - 2023-09-08,2023-08-23,5.0,4.3,5.0
SWC001-02,,,,,,2023-03-01 - 2023-09-08,2023-09-07,6.11,0.01,15.3
SWC001-06,,,2023-03-01 - 2023-09-08,3.3,3.3,2023-03-01 - 2023-09-08,2023-09-06,5.5,3.5,6.0
SWC002-02,,,2023-03-01 - 2023-09-08,2.9,3.2,2023-03-01 - 2023-09-08,2023-08-14,3.8,3.0,5.0
SWC002-04,,,2023-03-01 - 2023-09-08,1.18,1.18,2023-03-01 - 2023-09-08,2023-09-07,3.84,0.01,8.34
SWC002-05,,,2023-03-01 - 2023-09-08,2.7,2.8,2023-03-01 - 2023-09-08,2023-08-30,3.0,0.01,3.5
SWC003,,,,,,2023-03-01 - 2023-09-08,2023-09-07,3.0,3.0,3.5
SWC003-01,,,,,,2021-09-01 - 2023-09-08,2022-07-27,1.5,1.5,1.5
SWC003-02,,,,,,2021-09-01 - 2023-09-08,2022-11-23,1.5,1.5,1.5
SWC004,,,2023-03-01 - 2023-09-08,6.0,6.0,2023-03-01 - 2023-09-08,2023-05-03,6.5,6.5,6.5
SWC004-01,,,2023-03-01 - 2023-09-08,4.5,4.5,2023-03-01 - 2023-09-08,2023-09-02,5.0,4.7,8.24
SWC004-02,,,,,,2021-09-01 - 2023-09-08,2021-09-03,9.25,9.25,9.25
SWC005-01,,,2023-03-01 - 2023-09-08,6.5,6.5,2023-03-01 - 2023-09-08,2023-09-07,7.5,6.7,7.5
SWC006,,,2023-03-01 - 2023-09-08,4.0,4.0,2023-03-01 - 2023-09-08,2023-09-07,5.0,4.5,5.5
SWC006-02,,,2023-03-01 - 2023-09-08,4.0,4.5,2023-03-01 - 2023-09-08,2023-09-04,5.2,4.5,5.5
SWC006-04,,,2021-09-01 - 2023-09-08,9.9,9.9,2021-09-01 - 2023-09-08,2022-01-21,12.0,11.0,12.0
SWC008,,,2023-03-01 - 2023-09-08,1.63,1.63,2023-03-01 - 2023-09-08,2023-09-07,1.79,0.01,5.6
WINE-001,,,,,,2021-09-01 - 2023-09-08,2021-09-10,7.5,7.5,7.5
ZS001,,,,,,2023-03-01 - 2023-09-08,2023-09-07,0.45,0.3,2.5
ZS001-03,,,,,,2021-09-01 - 2023-09-08,2022-10-10,0.5,0.5,0.5
ZS002,,,,,,2023-03-01 - 2023-09-08,2023-09-06,70.0,60.0,75.0
ZS003,,,,,,2023-03-01 - 2023-09-08,2023-04-01,70.0,70.0,70.0
ZS004,,,,,,2023-03-01 - 2023-09-08,2023-07-13,10.0,10.0,10.0
ZS005,,,,,,2023-03-01 - 2023-09-08,2023-09-07,17.74,0.7,44.53
ZS007,,,,,,2023-03-01 - 2023-09-08,2023-08-06,8.0,8.0,277.78
ZS008,,,,,,2023-03-01 - 2023-09-08,2023-09-02,9.97,0.43,29.73
ZS009,,,,,,2023-03-01 - 2023-09-08,2023-09-07,0.0,0.0,3.32
ZS800,,,,,,2021-09-01 - 2023-09-08,2023-01-18,0.01,0.01,0.01
ZS801,,,,,,2021-09-01 - 2023-09-08,2023-01-19,0.01,0.0,10.0
ZS802,,,,,,2021-09-01 - 2023-09-08,2023-01-20,0.01,0.0,0.02
ZS803,,,,,,2021-09-01 - 2023-09-08,2023-01-17,0.01,0.0,0.1
ZS999,,,,,,2023-03-01 - 2023-09-08,2023-09-07,0.0,0.0,8.77
