pdt_code,pdt_name,current_inv,summary_purchases_date_range,summary_purchases_min_price,summary_purchases_max_price,summary_sales_date_range,summary_sales_latest_date,summary_sales_latest_price,summary_sales_max_price
BSP007,BEEF SHORTPLATE USA NATIONAL BEEF,0.0,2023-02-01 - 2023-08-30,7.5,9.2,2023-02-01 - 2023-08-30,2023-07-22,10.5,12.5
BSP008,BEEF SHORTPLATE USA GREATER OMAHA (GOP),0.0,2023-02-01 - 2023-08-30,8.5,9.5,2023-02-01 - 2023-08-30,2023-08-08,10.5,13.5
BSR001,BEEF SHORTRIB BONE IN 500GM/PKT,7.0,,,,2023-02-01 - 2023-08-30,2023-08-22,15.0,24.63
BSR001-02,BEEF SHORTRIB BONE IN 0.7CM (7mm) 1KG/PKT,0.0,2023-02-01 - 2023-08-30,7.1,7.1,2023-02-01 - 2023-08-30,2023-06-10,10.5,10.5
BSR002,BEEF SHORTRIB BONELESS SELECT-SWIFT,0.0,2023-02-01 - 2023-08-30,36.0,36.7,2023-02-01 - 2023-08-30,2023-08-14,37.0,37.3
BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,98.91,2023-02-01 - 2023-08-30,37.0,37.5,2023-02-01 - 2023-08-30,2023-08-25,49.0,60.0
BSR003,BEEF SHORTRIB BONELESS AHL-HALAL,0.0,2023-02-01 - 2023-08-30,38.0,38.0,2023-02-01 - 2023-08-30,2023-08-02,38.3,38.3
BSR003-01,BEEF SHORTRIB BONELESS 3-4MM 300GM/PKT,0.0,,,,2021-08-01 - 2023-08-30,2022-05-24,23.27,23.27
BSR003-02,BEEF SHORTRIB BONELESS AHL-USA,0.0,2023-02-01 - 2023-08-30,38.0,38.0,2023-02-01 - 2023-08-30,2023-06-13,38.5,38.5
BSR004,BEEF SHORTRIB BONE IN IBP-USA,26.65,2023-02-01 - 2023-08-30,20.8,20.8,2023-02-01 - 2023-08-30,2023-06-22,21.8,21.8
BSR004-02,BEEF SHORTRIB BONE IN (WATERGRASSHILL-IRELAND),0.0,2021-08-01 - 2023-08-30,12.0,19.0,2021-08-01 - 2023-08-30,2022-01-11,12.2,23.0
BSR004-03,BEEF SHORTRIB BONE IN (BEAUVALLET-BRAZIL),72.78,2023-02-01 - 2023-08-30,7.0,7.8,2023-02-01 - 2023-08-30,2023-08-16,8.2,11.5
BSR004-04,BEEF SHORTRIB BONE IN (QUALITY BEEF-BRAZIL),0.0,2023-02-01 - 2023-08-30,7.5,7.5,2023-02-01 - 2023-08-30,2023-07-16,8.8,8.8
BSR005,BEEF SHORTRIB BONE IN  - 6RIB AUST,0.0,2021-08-01 - 2023-08-30,10.5,12.8,2021-08-01 - 2023-08-30,2022-07-08,15.0,30.0
BSR007,BEEF SHORTRIB BONE IN (USA SWIFT - CHIOCE),0.0,2023-02-01 - 2023-08-30,20.6,20.8,2023-02-01 - 2023-08-30,2023-07-26,21.3,21.3
BSU001-01,BEEF SUKIYAKI (TFP) 400gmX20pkt,0.0,2021-08-01 - 2023-08-30,5.0,5.6,2023-02-01 - 2023-08-30,2023-05-05,9.6,9.6
BSU001-02,BEEF SUKIYAKI (BUTHER'S RIDGE) 400GMX20PKT,285.0,2023-02-01 - 2023-08-30,7.0,7.2,2023-02-01 - 2023-08-30,2023-08-22,9.6,9.8
BSU003,BEEF SHABU SHABU (TFP) 400gmX20pkt,0.0,2021-08-01 - 2023-08-30,5.0,6.4,2021-08-01 - 2023-08-30,2022-11-20,7.5,8.5
BSU003-02,BEEF SHABU SHABU (BUTHER'S RIDGE) 400GMX20PKT,161.0,2023-02-01 - 2023-08-30,7.0,7.2,2023-02-01 - 2023-08-30,2023-08-25,8.5,9.8
BSU004,BEEF STRIPLOIN SHABU SHABU 2MM (UF) 250gmX20pkt,0.0,,,,2021-08-01 - 2023-08-30,2021-10-06,3.75,3.75
BTA001,BEEF TAIL 500gmX20pkt,0.0,2021-08-01 - 2023-08-30,4.5,4.5,2021-08-01 - 2023-08-30,2022-12-24,6.8,7.5
BTA003,BEEF TAIL CUT,0.0,2023-02-01 - 2023-08-30,7.0,7.0,2023-02-01 - 2023-08-30,2023-06-09,10.0,10.0
BTA004,BEEF TAIL BONE IN (FRIGON-HALAL),35.28,2023-02-01 - 2023-08-30,6.3,7.3,2023-02-01 - 2023-08-30,2023-08-29,9.89,11.0
BTL001-02,CHILLED NZ SM/F TENDERLOIN 1.8-2.5KG,0.0,2023-02-01 - 2023-08-30,57.0,57.0,2023-02-01 - 2023-08-30,2023-08-22,57.4,57.4
BTL002,BEEF TENDERLOIN (QUALITY BEEF-BRAZIL),160.68,2023-02-01 - 2023-08-30,13.8,17.5,2023-02-01 - 2023-08-30,2023-08-26,20.0,21.0
BTO001,BEEF TONGUE,7.9,2021-08-01 - 2023-08-30,2.0,21.0,2023-02-01 - 2023-08-30,2023-08-25,25.5,25.5
BTO002,BEEF TONGUE SWISS CUT IWP HARVEY,4.55,2023-02-01 - 2023-08-30,9.0,21.0,2023-02-01 - 2023-08-30,2023-08-14,25.0,25.5
BTR001,BEEF TRIPE (NZ-SILVERFERN) 22kg/ctn,444.4,2023-02-01 - 2023-08-30,3.0,3.3,2023-02-01 - 2023-08-30,2023-08-06,4.3,5.8
BTR001-01,BEEF TRIPE (MINERVA BRAZIL),16.9,2023-02-01 - 2023-08-30,2.68,2.68,2023-02-01 - 2023-08-30,2023-08-08,4.35,5.0
BTR002,BEEF TRIPE (AUST-SIWFT) 22.50KG/ctn,42.6,2023-02-01 - 2023-08-30,2.9,3.3,2023-02-01 - 2023-08-30,2023-08-29,4.61,7.4
BTR003,BEEF TRIPE HONEYCOMB HARVEY 27.20KG/CTNS,0.0,2021-08-01 - 2023-08-30,7.3,8.5,2021-08-01 - 2023-08-30,2022-07-17,11.0,11.5
BTR003-02,BEEF TRIPE HONEYCOMB (MINERVA),6.84,2023-02-01 - 2023-08-30,6.6,7.2,2023-02-01 - 2023-08-30,2023-08-22,8.0,11.0
BTR003-03,BEEF TRIPE HONEYCOMB BEAUVALLET-BRAZIL,0.0,2023-02-01 - 2023-08-30,8.25,8.3,2023-02-01 - 2023-08-30,2023-04-13,8.5,8.5
BTS001,BEEF TOPSIDE (SA),0.0,2023-02-01 - 2023-08-30,7.4,8.1,2023-02-01 - 2023-08-30,2023-08-11,7.8,8.3
BUNDLE-01,SET A $88 - ABALONE 8's 2cans     +     BAK KUA 500GM X 2pkt,0.0,,,,2023-02-01 - 2023-08-30,2023-02-11,85.18,88.88
BUNDLE-02,SET B $48 - ABALONE 8's 1cans     +     BAK KUA 500GM X 1pkt,0.0,,,,2021-08-01 - 2023-08-30,2023-01-19,42.33,44.44
BUNDLE-03,SET B $48 - ABALONE 10's 1cans     +     BAK KUA 500GM X 1pkt,0.0,,,,2021-08-01 - 2023-08-30,2022-12-23,0.01,44.85
CBLL01,CHICKEN BONELESS LEG 200gmUP (TYSON) 2kgX6pkt,0.0,2023-02-01 - 2023-08-30,3.05,3.05,2023-02-01 - 2023-08-30,2023-03-28,3.6,7.36
CBLL01-01,CHICKEN BONELESS LEG 200gmUP (SEARA ) 2kgx6pkt,16816.0,2023-02-01 - 2023-08-30,2.75,3.9,2023-02-01 - 2023-08-30,2023-08-29,5.0,7.5
CBLL01-02,CHICKEN BONELESS LEG 200gmUP (LAR/DEL CAMPO-BRAZIL) 2kgX6pkt,3988.0,2023-02-01 - 2023-08-30,2.5,3.2,2023-02-01 - 2023-08-30,2023-08-18,2.73,7.36
CBLL01-03,CHICKEN BONELESS LEG 200gmUP (AVIVAR/SADIA/ALLIZ-BRAZIL) 2kgX6pkt,0.0,2023-02-01 - 2023-08-30,2.58,3.7,2023-02-01 - 2023-08-30,2023-05-16,4.51,5.5
CBLL01-04,CHICKEN BONELESS LEG 200gmUP (SADIA) 2kgX6pkt,840.0,2023-02-01 - 2023-08-30,2.54,3.4,2023-02-01 - 2023-08-30,2023-08-16,3.1,5.5
CBLL01-05,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,4749.0,2023-02-01 - 2023-08-30,2.6,3.02,2023-02-01 - 2023-08-30,2023-08-29,4.09,14.12
CBLL01-07,CHICKEN BONELESS LEG 200gmUP (BELLO-BRAZIL) 2kgX6pkt,0.0,2021-08-01 - 2023-08-30,2.5,3.2,2021-08-01 - 2023-08-30,2021-12-07,3.6,3.8
CBLL01-08,CHICKEN BONELESS LEG 200gmUP (PIFPAF) 2kgX6pkt,0.0,2021-08-01 - 2023-08-30,2.52,2.52,2021-08-01 - 2023-08-30,2021-10-04,2.68,2.68
CBLL01-09,CHICKEN BONELESS LEG UNSIZES (PERDIGAO) 16kgX1pkt,609.0,2023-02-01 - 2023-08-30,3.45,3.45,2023-02-01 - 2023-08-30,2023-08-29,5.05,6.2
CBLL02,CHICKEN BONELESS LEG 200-220gm (SEARA) 2kgX6pkt,0.0,,,,2021-08-01 - 2023-08-30,2022-01-29,4.5,4.5
CBLL02-02,CHICKEN BONELESS LEG 220-240gm (AURORA) 2kgX6pkt,0.0,2021-08-01 - 2023-08-30,3.0,4.65,2021-08-01 - 2023-08-30,2022-01-07,3.7,3.7
CBLL02-03,CHICKEN BONELESS LEG 220-2400gm (PERDIGAO) 2kgX6pkt,0.0,2023-02-01 - 2023-08-30,4.2,4.2,2023-02-01 - 2023-08-30,2023-07-10,4.2,4.2
CBLL02-03-01,CHICKEN BONELESS LEG 200-240gm (PERDIGAO) 16X1pkt,0.0,2021-08-01 - 2023-08-30,3.5,4.8,2021-08-01 - 2023-08-30,2022-07-25,4.3,4.3
CBLL02-05,CHICKEN BONELESS LEG 260-280gm (AURORA) 2kgX6pkt,0.0,2021-08-01 - 2023-08-30,4.9,4.9,2021-08-01 - 2023-08-30,2022-06-07,5.05,5.05
CBLL02-06,CHICKEN BONELESS LEG 280-300gm (AURORA) 2kgX6pkt,0.0,2021-08-01 - 2023-08-30,2.7,3.4,2021-08-01 - 2023-08-30,2021-11-27,3.5,3.8
CBLL02-07,CHICKEN BONELESS LEG 280-300gm (NAT) 2kgX6pkt,0.0,2021-08-01 - 2023-08-30,3.2,3.25,2021-08-01 - 2023-08-30,2022-06-27,5.2,5.2
CBLL04-01,CHICKEN BONELESS LEG (LAR-SA) 15KG/CTNS,0.0,2021-08-01 - 2023-08-30,1.7,1.7,2021-08-01 - 2023-08-30,2023-01-16,2.4,2.4
CBLL04-02,CHICKEN- SKINLESS CHICKEN BONELESS LEG (CASEFARM-USA) 18.18kg/ctn,0.0,2021-08-01 - 2023-08-30,3.1,3.1,2021-08-01 - 2023-08-30,2022-03-05,3.2,3.2
CBLL07,CHICKEN BONELESS LEG UNSIZED (PD) 1kgX16pkt,0.0,2021-08-01 - 2023-08-30,2.55,5.2,2021-08-01 - 2023-08-30,2022-07-28,6.2,6.5
CBLL09,CHICKEN BONELESS LEG CUT 1' 12KG/CTNS,0.0,,,,2021-08-01 - 2023-08-30,2022-04-09,4.5,4.5
CBLL09-03,CHICKEN CUBE 1CMX1CM 2kgX6pkt,64.0,,,,2023-02-01 - 2023-08-30,2023-05-04,5.9,5.9
CBLS01,CHICKEN BONELESS SKINLESS LEG (SADIA) 6x2kg,0.0,2023-02-01 - 2023-08-30,3.95,3.95,2023-02-01 - 2023-08-30,2023-04-20,4.2,4.2
CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,4202.0,2023-02-01 - 2023-08-30,2.8,4.4,2023-02-01 - 2023-08-30,2023-08-27,4.23,7.0
CBON01,CHICKEN BONE,501.0,2023-02-01 - 2023-08-30,2.5,2.56,2023-02-01 - 2023-08-30,2023-08-29,3.56,4.5
CBON01-01,CHICKEN BONE (MIX MEAT WITH BONE),0.0,2021-08-01 - 2023-08-30,2.0,2.0,2021-08-01 - 2023-08-30,2022-09-26,0.01,0.01
CBSL02,CHICKEN BREAST (TYSON-THAILAND) 3X4kg/ctns,0.0,2021-08-01 - 2023-08-30,2.0,2.0,2021-08-01 - 2023-08-30,2022-12-31,2.2,6.5
CBSL04,CHICKEN BREAST SKINLESS (SEARA/AVIVAR) 2kgX6pkt,101.5,2023-02-01 - 2023-08-30,3.9,4.6,2023-02-01 - 2023-08-30,2023-08-29,4.3,9.0
CBSL06,CHICKEN BREAST SKINLESS ALLIZ 6X2pkt/CTNS,0.0,2023-02-01 - 2023-08-30,3.9,3.9,2023-02-01 - 2023-08-30,2023-08-29,6.0,9.0
CBSL07,CHICKEN BREAST (PERDIGAO) 1kgX16pkt,432.0,2023-02-01 - 2023-08-30,3.5,3.5,2021-08-01 - 2023-08-30,2022-10-27,8.5,9.0
CBSL08,CHICKEN BREAST SKINLESS (SADIA) 2.5kgX4pkt,45.0,2023-02-01 - 2023-08-30,3.5,3.5,2023-02-01 - 2023-08-30,2023-08-27,4.2,9.0
CBSL09,CHICKEN BREAST SKINLESS (CASEFARM) 3PKT X 4KG/CTNS,0.0,,,,2021-08-01 - 2023-08-30,2021-10-14,5.5,5.5
CBSL11,CHICKEN BREAST SKINLESS (LAR) 6X2KG/CTNS,12.0,2023-02-01 - 2023-08-30,3.5,4.2,2023-02-01 - 2023-08-30,2023-08-07,5.56,17.41
CBSL12,CHICKEN BREAST SKINLESS (LAR) 6X2KG/CTNS,0.0,2023-02-01 - 2023-08-30,3.8,3.8,2023-02-01 - 2023-08-30,2023-07-05,5.6,5.6
CBSL13,CHICKEN BREAST SKINLESS SADIA 15KG/CTNS,0.0,2021-08-01 - 2023-08-30,1.7,2.8,2021-08-01 - 2023-08-30,2022-03-23,2.9,2.9
CBSL14,CHICKEN BREAST STRIP 250GM X 12PKT (BUTCHER'S RIDGE),180.0,2023-02-01 - 2023-08-30,2.8,2.9,2023-02-01 - 2023-08-30,2023-08-29,3.75,3.85
CBUT-01,CHICKEN BUTT / CHICKEN TAIL,0.0,2021-08-01 - 2023-08-30,1.5,2.7,2021-08-01 - 2023-08-30,2022-02-21,2.5,2.5
CCUB01,CHICKEN BONELESS CUBE SKIN ON 2KG/PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-07-03,4.6,4.6
CCUB010,CHICKEN CUBE 4CM X 4CM 4X3PKT/CTNS,0.0,,,,2023-02-01 - 2023-08-30,2023-07-18,4.3,4.6
CCUB03,CHICKEN CUBE W/O SKIN 2kgX6pkt,0.0,,,,2023-02-01 - 2023-08-30,2023-08-15,5.5,6.5
CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,1579.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.89,6.5
CCUB05,CHICKEN CUBE S 5kgX2pkt,0.0,,,,2023-02-01 - 2023-08-30,2023-06-29,4.04,5.9
CCUB06,CHICKEN CUBE 2CM 12KG/CTN,707.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.53,5.9
CCUB09,CHICKEN CUBE 1 inch (UF) 500GM/PKT,14.0,,,,2023-02-01 - 2023-08-30,2023-08-12,5.78,7.22
CCUB11,CHICKEN CUBE 400GM X 12PKT (BUTCHER'S RIDGE),158.0,2023-02-01 - 2023-08-30,3.5,3.6,2023-02-01 - 2023-08-30,2023-08-05,4.65,5.32
CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,3647.0,2023-02-01 - 2023-08-30,2.8,2.8,2023-02-01 - 2023-08-30,2023-08-29,3.84,4.8
CCUR02,CHICKEN- CURRY CHICKEN S 5kg/pkt,70.0,,,,2023-02-01 - 2023-08-30,2023-08-29,3.6,3.6
CCUR05,CHICKEN- CURRY CHICKEN 5kgX2pkt,20.0,,,,2023-02-01 - 2023-08-30,2023-07-29,2.55,2.55
CCUR06,CHICKEN- CURRY CHICKEN (FRESH) 10kg/ctn,30.0,2023-02-01 - 2023-08-30,2.2,2.4,2023-02-01 - 2023-08-30,2023-08-18,3.0,3.5
CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,1645.0,,,,2023-02-01 - 2023-08-30,2023-08-29,2.8,3.8
CCUR08,CHICKEN- CHICKEN CUT EXTRA SMALL 2X5KG/CTNS,0.0,2021-08-01 - 2023-08-30,3.0,4.2,2021-08-01 - 2023-08-30,2023-01-20,4.8,4.8
CDRU01,CHICKEN DRUMSTICK (GOLDEN PHOENIX) 2kgX6pkt,0.0,2023-02-01 - 2023-08-30,2.7,3.0,2023-02-01 - 2023-08-30,2023-05-26,3.5,4.5
CDRU02,CHICKEN DRUMSTICK TYSON 3X5KG/CTNS,0.0,2021-08-01 - 2023-08-30,2.6,2.6,2023-02-01 - 2023-08-30,2023-02-17,3.5,3.8
CDRU03,CHICKEN DRUMSTICK (ALLIZ) 900GMX12pkt/CTNS,7026.0,2023-02-01 - 2023-08-30,1.98,1.98,2023-02-01 - 2023-08-30,2023-08-29,3.05,7.22
CDRU04,CHICKEN DRUMSTICK (TYSON)15kg/ctn,0.0,2023-02-01 - 2023-08-30,30.0,30.0,2023-02-01 - 2023-08-30,2023-02-08,32.25,32.25
CDRU05,CHICKEN DRUMSTICK (SANDERSON) 15kg/ctn,2908.0,2023-02-01 - 2023-08-30,23.25,36.0,2023-02-01 - 2023-08-30,2023-08-29,36.86,37.5
CFAT01,CHICKEN FATS,11.6,2023-02-01 - 2023-08-30,4.0,4.0,2023-02-01 - 2023-08-30,2023-05-25,3.5,4.8
CFAT02,CHICKEN FATS LIQUID,27.0,2023-02-01 - 2023-08-30,4.8,4.8,2023-02-01 - 2023-08-30,2023-08-28,6.5,6.5
CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,5512.0,,,,2023-02-01 - 2023-08-30,2023-08-29,4.77,8.88
CFEE02-01,FRESH CHICKEN FEET,0.0,2021-08-01 - 2023-08-30,0.6,0.6,2021-08-01 - 2023-08-30,2022-08-30,3.8,3.8
CFEE03,CHICKEN- FRIED CHICKEN FEET,0.0,,,,2021-08-01 - 2023-08-30,2022-03-03,4.2,5.0
CFEE04,HOUSE BRAND:FRIED CHICKEN FEET (UF) 400GMX10PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-08-15,4.19,4.54
CFEE04-02,CHICKEN FEET (MANA) 7.5kgX2pkt/ctn,27000.0,2023-02-01 - 2023-08-30,1.56,1.56,2021-08-01 - 2023-08-30,2021-10-15,3.5,3.8
CFEE04-03,CHICKEN FEET (AVIVAR-BRAZIL) 7.5kgX2pkt/ctn 35gmUP,38118.0,2023-02-01 - 2023-08-30,1.39,1.69,2023-02-01 - 2023-08-30,2023-08-29,3.5,4.0
CFEE05,CHICKEN FEET (SADIA-BRAZIL) 6kgX2pkt/ctn 35gmUP,24960.0,2023-02-01 - 2023-08-30,1.49,1.49,2021-08-01 - 2023-08-30,2021-11-07,3.5,3.5
CFEE08,CHICKEN FEET (AURORA) 6kgx2/ctn,0.0,2021-08-01 - 2023-08-30,1.43,1.43,2023-02-01 - 2023-08-30,2023-07-04,2.7,3.8
CFEE09,GLASS CHICKEN FEET,0.0,2023-02-01 - 2023-08-30,19.0,19.0,2023-02-01 - 2023-08-30,2023-08-19,22.0,22.0
CFEE10,CHICKEN BONE UPPER STICK,0.0,,,,2023-02-01 - 2023-08-30,2023-07-11,0.8,1.5
CFIL02,CHICKEN FILLET (PERDIGAO) 16X1KG/CTNS,46.0,2023-02-01 - 2023-08-30,4.2,4.5,2023-02-01 - 2023-08-30,2023-08-02,6.6,7.8
CFIL03,CHICKEN FILLET (FIRST PRIDE) 12X1kg,0.0,2023-02-01 - 2023-08-30,4.0,4.4,2023-02-01 - 2023-08-30,2023-04-06,7.5,8.3
CFIL04,CHICKEN FILLET (SEARA) 6X2kg,72.0,2023-02-01 - 2023-08-30,3.3,3.9,2023-02-01 - 2023-08-30,2023-08-28,5.0,7.5
CFLI001,CHICKEN- FRESH CHICKEN LIVER 2kg/pkt,5.0,2023-02-01 - 2023-08-30,2.0,2.0,2023-02-01 - 2023-08-30,2023-04-20,3.2,4.0
CFLI001-01,CHICKEN- CHICKEN LIVER (ALLIZ) 9X1KG,3.25,2023-02-01 - 2023-08-30,1.8,2.5,2023-02-01 - 2023-08-30,2023-08-12,3.3,3.5
CFLO01,CHICKEN FLOSS 6mm 2kgX5pkt,34.0,,,,2021-08-01 - 2023-08-30,2021-10-18,3.6,3.6
CGIZ01,CHICKEN GIZZARD 12X1KG/CTNS PERDIGAO,279.0,2023-02-01 - 2023-08-30,2.01,2.5,2023-02-01 - 2023-08-30,2023-08-29,3.56,4.0
CGIZ03,CHICKEN GIZZARD ALLIZ/PERDIGAO 16X1KG/CTNS,0.0,2023-02-01 - 2023-08-30,2.3,3.0,2023-02-01 - 2023-08-30,2023-08-02,3.63,4.0
CGIZ07,CHICKEN GIZZARD 10x1kg/ctn (ROSE),159.0,2023-02-01 - 2023-08-30,2.3,2.3,2023-02-01 - 2023-08-30,2023-08-29,3.34,4.0
CGIZ09,CHICKEN GIZZARD FRESH 2kg/pkt,0.0,2021-08-01 - 2023-08-30,1.5,3.0,2021-08-01 - 2023-08-30,2022-01-25,3.5,3.8
CHEAD01,CHICKEN HEAD,0.0,2021-08-01 - 2023-08-30,2.1,2.4,2021-08-01 - 2023-08-30,2022-05-15,3.0,3.5
CHIF001,CHICKEN- FRESH SPRING CHICKEN 700GM/PCS L,0.0,2021-08-01 - 2023-08-30,4.5,8.34,2021-08-01 - 2023-08-30,2022-06-01,5.8,5.8
CHIF002,CHICKEN- FRESH CHICKEN (KG) / PULLET (M),6.7,2023-02-01 - 2023-08-30,5.6,5.9,2023-02-01 - 2023-08-30,2023-08-25,6.8,7.5
CKAD01,CHICKEN KATSUDON 14pcs 1kgX10pkt,278.0,2023-02-01 - 2023-08-30,7.0,8.2,2023-02-01 - 2023-08-30,2023-08-21,7.8,15.74
CKAD02,CHICKEN KATSUDON - JAPANESE 14pcs 1kgX6pkt,614.0,2023-02-01 - 2023-08-30,7.5,7.65,2023-02-01 - 2023-08-30,2023-08-29,8.63,13.85
CKAD05,CHICKEN KATSUDON 14pcs FREEZE PAK 1kgX7pkt,0.0,2021-08-01 - 2023-08-30,7.0,7.0,2021-08-01 - 2023-08-30,2021-10-11,7.5,8.5
CKAD07,FULLY COOKED FRIED CHICKEN CRISPY KATSUDON,10.0,2023-02-01 - 2023-08-30,8.2,8.2,2023-02-01 - 2023-08-30,2023-06-21,9.2,9.5
CLIV01,CHICKEN HEART,0.0,2023-02-01 - 2023-08-30,8.0,8.0,2023-02-01 - 2023-08-30,2023-08-17,8.5,9.5
CLQC01,CHICKEN 1/4 LEG CUT 50-60gm 15kg/ctn,0.0,2023-02-01 - 2023-08-30,2.7,2.7,2023-02-01 - 2023-08-30,2023-07-07,3.0,3.0
CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5KG X 3PKT,1335.0,2023-02-01 - 2023-08-30,2.4,2.4,2023-02-01 - 2023-08-30,2023-08-29,2.99,3.5
CMIJ01,CHICKEN- MID JOINT 30gmUP (AVIVAR) 2kgX6pkt,28130.0,2023-02-01 - 2023-08-30,3.56,4.6,2023-02-01 - 2023-08-30,2023-08-29,5.8,6.8
CMIJ02,CHICKEN- MID JOINT 30gmUP (QUALIKO-UKRAINE) 2kgX6pkt,0.0,2021-08-01 - 2023-08-30,3.4,4.25,2021-08-01 - 2023-08-30,2022-03-26,4.7,6.0
CMIJ02-02,CHICKEN- MID JOINT 30gmUP (TYSON) 12pkt X 1kg/ctns,0.0,2023-02-01 - 2023-08-30,4.1,4.6,2023-02-01 - 2023-08-30,2023-03-21,6.24,7.0
CMIJ03,CHICKEN- MID JOINT 35-45gm (AURORA) 12X1pkt,0.0,2021-08-01 - 2023-08-30,4.4,4.65,2021-08-01 - 2023-08-30,2023-01-09,6.35,7.0
CMIJ03-01,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX16pkt,862.0,2023-02-01 - 2023-08-30,4.2,4.8,2023-02-01 - 2023-08-30,2023-08-29,5.94,9.17
CMIJ03-02,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX12pkt,0.0,2021-08-01 - 2023-08-30,3.1,4.8,2021-08-01 - 2023-08-30,2023-01-08,6.2,9.25
CMIJ04,CHICKEN- MID JOINT 30gm (TYSON) 1kgX12pkt,0.0,2023-02-01 - 2023-08-30,4.3,4.6,2023-02-01 - 2023-08-30,2023-07-26,6.5,6.8
CMIJ05,CHICKEN- MID JOINT 30gmUP (SEARA) 12X1kg/ctn,0.0,2023-02-01 - 2023-08-30,4.3,4.7,2023-02-01 - 2023-08-30,2023-07-08,6.03,99.0
CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,0.0,2021-08-01 - 2023-08-30,2.0,3.0,2023-02-01 - 2023-08-30,2023-05-08,3.6,3.6
CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,2326.0,2021-08-01 - 2023-08-30,4.5,4.5,2023-02-01 - 2023-08-30,2023-08-29,5.05,9.58
CMIN02,CHICKEN MINCED ******,0.0,2021-08-01 - 2023-08-30,1.7,2.5,2021-08-01 - 2023-08-30,2022-10-05,4.8,4.8
CMIN03,CHICKEN- MINCED CHICKEN (SADIA) 300GM X 20PKT,55.0,2023-02-01 - 2023-08-30,1.75,1.75,2023-02-01 - 2023-08-30,2023-06-29,2.94,3.4
CMIN04,CHICKEN- MINCED CHICKEN (BUTHER'S RIDGE) 12X300gm,204.0,2023-02-01 - 2023-08-30,2.5,2.6,2023-02-01 - 2023-08-30,2023-08-29,3.36,3.4
CMIN05,CHICKEN- MINCED CHICKEN *HALAL-TNL* 2KG/PKT,0.0,2021-08-01 - 2023-08-30,4.5,6.5,2021-08-01 - 2023-08-30,2022-10-19,4.9,8.0
CMIN06,CHICKEN- MINCED CHICKEN 1KG/PKT,2.0,,,,2021-08-01 - 2023-08-30,2022-12-19,4.6,4.6
CMIN07,HOUSE BRAND:CHICKEN MINCED (UF) 500GMX20PKT,0.0,,,,2023-02-01 - 2023-08-30,2023-07-12,5.64,6.06
CNECK01,CHICKEN NECK,5.8,2021-08-01 - 2023-08-30,1.8,2.1,2021-08-01 - 2023-08-30,2022-04-20,3.5,3.5
CNSF01,CHICKEN STIR FRY 250GM X 12PKT (PERDIGAO),0.0,2021-08-01 - 2023-08-30,1.8,2.3,2021-08-01 - 2023-08-30,2022-11-22,3.3,3.7
CNSF02,CHICKEN STIR FRY 250GM X 12PKT (BUTHER'S RIDGE),113.0,2023-02-01 - 2023-08-30,2.5,2.7,2023-02-01 - 2023-08-30,2023-08-28,3.35,4.0
COLD01,CHICKEN- OLD FOWL,49.9,2023-02-01 - 2023-08-30,4.6,5.5,2023-02-01 - 2023-08-30,2023-08-28,6.95,9.3
CPAW01,CHICKEN- FRIED CHICKEN PAW 10kg/ctn,0.0,,,,2023-02-01 - 2023-08-30,2023-07-11,4.7,4.7
CPAW07,CHICKEN PAW,0.0,2023-02-01 - 2023-08-30,3.15,3.15,2023-02-01 - 2023-08-30,2023-08-10,3.4,3.4
CQUL02,CHICKEN QUARTER LEG (SIMMONS-USA) 15kg/ctn,0.0,2023-02-01 - 2023-08-30,2.1,2.3,2023-02-01 - 2023-08-30,2023-08-01,2.4,2.6
CQUL03,CHICKEN QUARTER LEG (KOCH/KEYSTONE) 15kg/ctn,7665.0,2023-02-01 - 2023-08-30,1.35,2.1,2023-02-01 - 2023-08-30,2023-08-29,2.07,2.8
CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,0.0,2023-02-01 - 2023-08-30,2.4,2.4,2023-02-01 - 2023-08-30,2023-03-15,2.8,3.0
CQUL06,CHICKEN QUARTER LEG (GLOBEX) 15kg/ctn,0.0,2023-02-01 - 2023-08-30,1.9,1.9,2023-02-01 - 2023-08-30,2023-04-27,2.1,2.1
